address,lng,lat
"151 SCHOOL STREET, MC DONALD, PA, 15057",-80.23432,40.37005
"501 LINCOLN AVENUE, PITTSBURGH, PA, 15209",-79.973305,40.481106
"430 BRIDGE ST, FAIRMONT, WV, 26554",,
"500 SUNCREST TOWN CENTER DR, MORGANTOWN, WV, 26506",,
"116 WALNUT STREET, MORGANTOWN, WV, 26505",-79.95726,39.63047
"7000 MID ATLANTIC RD, MORGANTOWN, WV, 26508",,
"2700 MONROEVILLE BLVD., MONROEVILLE, PA, 15146",-79.78327,40.43379
"1000 BEAVER GRADE RD, CORAOPOLIS, PA, 15108",,
"1851 EARL L. CORE ROAD, MORGANTOWN, WV, 26505",-79.92204,39.611168
"350 PATTERSON DRIVE, MORGANTOWN, WV, 26505",,
"608 TOMLINSON AVENUE, MOUNDSVILLE, WV, 26041",-80.74512,39.91927
"315 CYPRESS WAY, PITTSBURGH, PA, 15228",-80.03775,40.3759
"31 MCCARRELL RD., HICKORY, PA, 15340",-80.31354,40.29438
"1900 WEST STREET, MUNHALL, PA, 15120",,
"11279 CENTER HIGHWAY, NORTH HUNTINGDON, PA, 15642",,
"109 ALLEGHENY RIVER BLVD, OAKMONT, PA, 15139",-79.84339,40.512486
"102 E BETHLEHEM BLVD, WHEELING, WV, 26003",-80.667656,40.040478
"210 OHIO ST, BOSWELL, PA, 15531",-79.032524,40.161053
"4017 WASHINGTON ROAD, MCMURRAY, PA, 15317",-80.12843,40.269894
"601 E. MCMURRAY ROAD, MCMURRAY, PA, 15317",-80.08382,40.279102
"4185 WASHINGTON RD, MCMURRAY, PA, 15317",,
"698 VENETIA RD, VENETIA, PA, 15367",-80.03803,40.245983
"201 PARKFIELD ST, PITTSBURGH, PA, 15210",-79.99128,40.393497
"1203 WESTERN AVE., PITTSBURGH, PA, 15233",-80.0225,40.450848
"1501 BRIGHTON RD., PITTSBURGH, PA, 15212",-80.01574,40.457275
"2002 CENTRE AVENUE, PITTSBURGH, PA, 15219",-79.98024,40.4437
"830 EAST WARRINGTON AVE., PITTSBURGH, PA, 15210",,
"5858 NORTHUMBERLAND STREET, PITTSBURGH, PA, 15217",-79.921196,40.441658
"1401 WASHINGTON BLVD., PITTSBURGH, PA, 15206",-79.908615,40.47054
"312 SOUTH MAIN STREET, PITTSBURGH, PA, 15220",-80.0322,40.44188
"410 EAST BRUCETON RD, PITTSBURGH, PA, 15236",-79.95313,40.33214
"1095 UNITY CENTER ROAD, PITTSBURGH, PA, 15239",-79.76036,40.478024
"2362 GOLDEN MILE HWY, PITTSBURGH, PA, 15239",-79.7074,40.474712
"107 S MAIN ST, MASONTOWN, WV, 26542",-79.797935,39.55386
"103 W MAIN ST, KINGWOOD, WV, 26537",-79.686966,39.472008
"701-A EAST STATE AVENUE, TERRA ALTA, WV, 26764",,
"322 SCHOOLHOUSE RD, JOHNSTOWN, PA, 15904",-78.8411,40.26891
"1000 ROBINSON CENTRE DRIVE, PITTSBURGH, PA, 15205",,
"131 SCHOOLHOUSE RD, JENNERSTOWN, PA, 15547",,
"112 SUNSHINE AVE, CENTRAL CITY, PA, 15926",-78.80611,40.108135
"1822 MT. ROYAL BLVD., GLENSHAW, PA, 15116",-79.9641,40.52741
"264 S. HOLLYWOOD PLAZA, STEUBENVILLE, OH, 43952",-80.64289,40.372383
"125 LINTER AVENUE, JOHNSTOWN, PA, 15902",,
"1111 SCALP AVENUE, JOHNSTOWN, PA, 15904",-78.86328,40.28182
"1079 FRANKLIN ST, JOHNSTOWN, PA, 15905",-78.9185,40.30505
"1932 WM PENN HWYPARK HILL, JOHNSTOWN, PA, 15909",,
"1714 BEDFORD STREET, JOHNSTOWN, PA, 15902",-78.888535,40.302364
"1321 SCALP AVENUE, JOHNSTOWN, PA, 15904",-78.86008,40.275547
"631 LAMBERD AVENUE, JOHNSTOWN, PA, 15904",-78.869125,40.293293
"615 LIBERTY AVE, JOHNSTOWN, PA, 15905",-78.92114,40.283775
"176 MT AIRY DRIVE, JOHNSTOWN, PA, 15904",-78.82658,40.302982
"1610 BEDFORD ST, JOHNSTOWN, PA, 15902",-78.890045,40.30334
"1 WALMART LANE, GRAFTON, WV, 26354",,
"819 N. 1ST STREET, DENNISON, OH, 44621",-81.33592,40.40106
"659 BOULEVARD, DOVER, OH, 44622",,
"4401 PENN AVE, PITTSBURGH, PA, 15224",-79.95363,40.465927
"3601 FIFTH AVE., PITTSBURGH, PA, 15213",-79.95937,40.441128
"3501 FORBES AVE., PITTSBURGH, PA, 15213",-79.95939,40.43982
"4028 FORBES AVENUE, PITTSBURGH, PA, 15260",-79.95337,40.443214
"5115 CENTRE AVE., PITTSBURGH, PA, 15232",-79.942764,40.454666
"300 HALKET STREET, PITTSBURGH, PA, 15213",-79.960266,40.43767
"600 GRANT STREET, PITTSBURGH, PA, 15219",-79.99588,40.44085
"2775 MOSSIDE BLVD, MONROEVILLE, PA, 15146",-79.75958,40.437668
"1500 FIFTH AVE, MCKEESPORT, PA, 15132",-79.84984,40.352207
"1400 LOCUST STREET, PITTSBURGH, PA, 15219",-79.98513,40.43682
"9100 BABCOCK BLVD, PITTSBURGH, PA, 15237",-80.01638,40.574543
"200 LOTHROP STREET, PITTSBURGH, PA, 15213",-79.960846,40.441883
"111 UNIVERSITY PLACE, PITTSBURGH, PA, 15213",-79.955956,40.44399
"1820 MCLAUGHLIN RUN ROAD, PITTSBURGH, PA, 15241",-80.07576,40.337116
"200 MUNICIPAL PLAZA, WEIRTON, WV, 26062",-80.587685,40.402164
"400 OHIO STREET, NEW MARTINSVILLE, WV, 26155",-80.865776,39.643143
"58 FOUR SEASONS DRIVE, HUNDRED, WV, 26575",,
"200 MT DECHANTAL RD, WHEELING, WV, 26003",-80.69887,40.071735
"718 BROWN AVE, TURTLE CREEK, PA, 15145",-79.83489,40.426083
"901 GRAHAM AVE, WINDBER, PA, 15963",-78.83611,40.23928
"89 COURT ST, WEST UNION, WV, 26456",,
"311 EAST ALDER STREET, OAKLAND, MD, 21550",-79.40684,39.407818
"100 EAST STREET, KEYSER, WV, 26726",-78.98675,39.44321
"44350FAIRGROUND RD, CALDWELL, OH, 43724",,
"20977ZEP ROAD, SARAHSVILLE, OH, 43779",,
"15 SOUTH THIRD STREET, OAKLAND, MD, 21550",,
"329 2ND STREET, SAINT MARYS, WV, 26170",-81.205894,39.39088
"200 DIAMOND ST, SISTERSVILLE, WV, 26175",,
"1400 NEWPORT PIKE, RENO, OH, 45773",,
"1021 PARK AVENUE, NEW MATAMORAS, OH, 45767",-81.06927,39.519054
"4999 HACKER VALLEY RD, HACKER VALLEY, WV, 26222",,
"730 FORT ASHBY RDRT 1, BOX 172D, KEYSER, WV, 26726",,
"81 CONSTELLATION CT, MIDDLETOWN, PA, 17057",,
"606 NICODEMUS RD., REISTERSTOWN, MD, 21136",-76.825874,39.441757
"111 SOUTH MAIN STREET, BIGLERVILLE, PA, 17307",,
"423 ALLEGHENY ST, HOLLIDAYSBURG, PA, 16648",-78.392876,40.429745
"100 NORTH COURT STREET, WESTMINSTER, MD, 21157",-76.98601,39.57287
"1112 MAIN STREET, HAMPSTEAD, MD, 21074",,
"205 CENTER STREET,SUITE 203, MOUNT AIRY, MD, 21771",-77.15219,39.37531
"7547 MAIN STREET, SYKESVILLE, MD, 21784",-76.96939,39.36614
"200 MEMORIAL AVENUE, WESTMINSTER, MD, 21157",-76.98917,39.557278
"36 LOCUST STREET, WESTMINSTER, MD, 21157",-76.99299,39.57563
"5685 FAIRFIELD ROAD, FAIRFIELD, PA, 17320",-77.38079,39.761482
"541 OXFORD AVENUE, HANOVER, PA, 17331",-77.02479,39.820854
"465 TABLE ROCK ROAD, GETTYSBURG, PA, 17325",-77.227844,39.861534
"797 EAST PATRICK STREET, FREDERICK, MD, 21701",,
"90 HOPE DR., HERSHEY, PA, 17033",,
"110 N. BERLIN AVE, NEW OXFORD, PA, 17350",,
"12300 LEE JACKSON MEMORIAL HIGHWAY, FAIRFAX, VA, 22033",-77.369606,38.870174
"12000 BOWMAN TOWNE DRIVE, RESTON, VA, 20190",-77.36023,38.962105
"4900 STONECROFT BOULEVARD, CHANTILLY, VA, 20151",,
"BUILDING # 1510, FORT DETRICK, MD, 21702",,
"BUILDING # 1419, FORT DETRICK, MD, 21702",,
"1080 COVERSTONE DRIVE, WINCHESTER, VA, 22602",-78.14818,39.150978
"131 VALLEY MILL ROAD, WINCHESTER, VA, 22602",-78.133804,39.18366
"7830 WORMANS MILL ROAD, FREDERICK, MD, 21701",,
"14 FULKS CORNER AVENUE, GAITHERSBURG, MD, 20877",-77.19595,39.14008
"40 EAST HIGH STREET, GETTYSBURG, PA, 17325",-77.229805,39.82858
"925 N. BURHANS BOULEVARD, HAGERSTOWN, MD, 21740",,
"66 N HIGH STREET, ROMNEY, WV, 26757",,
"397 HERNDON PARKWAY, HERNDON, VA, 20170",-77.372536,38.96098
"640 ESHELMAN ST., HIGHSPIRE, PA, 17034",-76.773285,40.203983
"2400 RT. 97, COOKSVILLE, MD, 21723",-77.02087,39.305767
"102 INDUSTRIAL BOULEVARD, KEARNEYSVILLE, WV, 25430",,
"7335 CARLISLE PIKE, YORK SPRINGS, PA, 17372",-77.084496,39.97999
"75 MAPLE AVE, LITTLESTOWN, PA, 17340",-77.08759,39.747566
"20272 SAVIN HILL DR, ASHBURN, VA, 20147",,
"25216 LOUDOUN PARKWAY, CHANTILLY, VA, 20152",,
"46620 EAST FREDERICK DRIVE, STERLING, VA, 20164",-77.38728,39.015553
"45131 COLUMBIA PL, STERLING, VA, 20166",-77.43914,39.007866
"47 W LOUDOUN ST, ROUND HILL, VA, 20141",,
"425 PRINCE STREET, HARRISBURG, PA, 17109",-76.80712,40.298584
"119 W. ALLEGHENY STREET, MARTINSBURG, PA, 16662",,
"2011 MONUMENT ROAD, MYERSVILLE, MD, 21773",-77.600494,39.513317
"1125 NATIONAL HIGHWAY, CUMBERLAND, MD, 21502",,
"110 AIRPORT DRIVE EAST, FREDERICK, MD, 21701",-77.37546,39.408348
"18345 COL. HENRY K. DOUGLAS DR., HAGERSTOWN, MD, 21740",-77.73851,39.60095
"7915 MONTROSE ROAD, ROCKVILLE, MD, 20854",-77.1624,39.057156
"1100 BALTIMORE BLVD., WESTMINSTER, MD, 21157",-76.95752,39.554367
"534 SOUTH ST, MC SHERRYSTOWN, PA, 17344",-77.01433,39.804886
"113 SOUTH MAIN ST, MERCERSBURG, PA, 17236",-77.903694,39.826046
"450 EAST MAINT STREET, MIDDLETOWN, PA, 17057",,
"20000 AIRCRAFT DRIVE, GERMANTOWN, MD, 20874",-77.263596,39.18596
"20125 ARROWHEAD ROAD, MONTGOMERY VILLAGE, MD, 20886",,
"217 BOOTH ST., GAITHERSBURG, MD, 20878",-77.240486,39.12359
"206 WINCHESTER AVE, MOOREFIELD, WV, 26836",-78.96758,39.062195
"205 GLEN DR, MANCHESTER, PA, 17345",-76.72642,40.044716
"1278 N MARKET ST, ELIZABETHTOWN, PA, 17022",-76.58987,40.13999
"3033 OLD HARRISBURG RD, GETTYSBURG, PA, 17325",-77.18428,39.899517
"100 SOUTH MAIN STREET, FRANKLIN, WV, 26807",-79.331245,38.641785
"15225 HEATHCOTE BLVD, HAYMARKET, VA, 20169",,
"250 S. NURSERY AVENUE, PURCELLVILLE, VA, 20132",-77.715904,39.134922
"700 N. PRESTON ST, RANSON, WV, 25438",-77.8628,39.303963
"#2 W. MONTGOMERY AVENUE, ROCKVILLE, MD, 20850",,
"132 STATE PARK ROAD, SCHELLSBURG, PA, 15559",,
"221 WEST RESERVOIR ROAD, WOODSTOCK, VA, 22664",-78.521736,38.869038
"104 N. KING ST., SHEPHERDSTOWN, WV, 25443",-77.80546,39.431503
"174 EAST KING STREET, STRASBURG, VA, 22657",-78.360634,38.988945
"2300 LINGLESTOWN RD., HARRISBURG, PA, 17110",-76.86496,40.32864
"137 WAR MEMORIAL DR., BERKELEY SPRINGS, WV, 25411",,
"15148 STATE POLICE ROAD, CULPEPER, VA, 22701",-77.92641,38.49447
"120 NORTH COMMERCE AVE, FRONT ROYAL, VA, 22630",-78.18903,38.91934
"1255 CARLISLE RD, YORK, PA, 17404",-76.77072,39.964863
"525 DEPOT STREET, ROMNEY, WV, 26757",,
"409 INDUSTRIAL BLVD., KEARNEYSVILLE, WV, 25430",,
"14 TROOPER DR, MARTINSBURG, WV, 25404",-77.95916,39.488956
"5 NORTH KENT ST, WINCHESTER, VA, 22601",-78.162704,39.18343
"840 BERRYVILLE AV, WINCHESTER, VA, 22601",-78.146385,39.185955
"1338 AMHERST ST, WINCHESTER, VA, 22601",-78.1841,39.19048
"461 W. RESERVOIR RD, WOODSTOCK, VA, 22664",,
"34 W PHILADELPHIA ST, YORK, PA, 17401",-76.72982,39.963455
"941 PARK DR, PALMYRA, PA, 17078",-76.58643,40.301476
"ONE SNYDER DRIVE, PINE GROVE, PA, 17963",,
"3895 W 130TH STREET, CLEVELAND, OH, 44111",-81.77966,41.448162
"3481 FULTON ROAD, CLEVELAND, OH, 44109",-81.71207,41.459545
"2500 METROHEALTH DR, CLEVELAND, OH, 44109",-81.69896,41.462376
"12650 DETROIT AVE., LAKEWOOD, OH, 44107",,
"120 MAPLE STREET, WADSWORTH, OH, 44281",-81.7292,41.02677
"6000 ROYALTON ROAD, NORTH ROYALTON, OH, 44133",,
"9199 SPRAGUE ROAD, NORTH ROYALTON, OH, 44133",-81.75216,41.351025
"28000 WOLF RD., BAY VILLAGE, OH, 44140",,
"20777 LORAIN RD., FAIRVIEW PARK, OH, 44126",-81.8503,41.44723
"21012 HILLIARD BLVD., ROCKY RIVER, OH, 44116",-81.85285,41.46695
"626 N. ROCKY RIVER DR., BEREA, OH, 44017",,
"32855 WALKER ROAD, AVON LAKE, OH, 44012",-82.0226,41.493176
"36145 DETROIT ROAD, AVON, OH, 44011",-82.02354,41.458702
"25540 ROYALTON ROAD, COLUMBIA STATION, OH, 44028",,
"100 WEST ERIE AVENUE, LORAIN, OH, 44052",-82.17834,41.468258
"7307 AVON-BELDON ROAD, NORTH RIDGEVILLE, OH, 44039",-82.01863,41.385963
"609 HARRIS ROAD, SHEFFIELD LAKE, OH, 44054",-82.094475,41.489925
"4340 COLORADO AVENUE, SHEFFIELD LAKE, OH, 44054",-82.1086,41.460835
"2000 CROSSINGS BLVD, LANCASTER, PA, 17601",,
"26100 BAGLEY ROAD, OLMSTED FALLS, OH, 44138",-81.909134,41.372757
"18688 ROYALTON, STRONGSVILLE, OH, 44136",-81.83246,41.314503
"3780 MEDINA RD, MEDINA, OH, 44256",-81.82434,41.137333
"27243 LORAIN ROAD, NORTH OLMSTED, OH, 44070",,
"27300 HILLIARD BLVD., WESTLAKE, OH, 44145",-81.92229,41.459755
"113 S 7TH ST, AKRON, PA, 17501",-76.205475,40.155834
"335 W MAIN ST, LEOLA, PA, 17540",,
"124 SOUTH STATE ST, EPHRATA, PA, 17522",-76.17938,40.178062
"1021 SHARP AVE, EPHRATA, PA, 17522",,
"2104 VAN REED RD, READING, PA, 19609",-76.00123,40.34159
"2641 SHILLINGTON RD, READING, PA, 19608",-76.00398,40.3175
"211 WILLOW VALLEY SQUARE, LANCASTER, PA, 17602",-76.28497,39.99512
"2932 KING STREET, ALEXANDRIA, VA, 22302",-77.0775,38.819393
"8495 VETERAN'S HIGHWAY, MILLERSVILLE, MD, 21108",,
"939 HAMMONDS LANE, BALTIMORE, MD, 21225",-76.63985,39.20931
"4805 WILSON BLVD, ARLINGTON, VA, 22203",-77.11965,38.878567
"1900 SOUTH WALTER REED DRIVE, ARLINGTON, VA, 22204",-77.09142,38.851826
"500 E. BALTIMORE STREET, BALTIMORE, MD, 21202",-76.60889,39.28978
"1620 EDISON HIGHWAY, BALTIMORE, MD, 21213",-76.57306,39.309437
"1900 ARGONNE DRIVE, BALTIMORE, MD, 21218",-76.5813,39.340385
"2201 W. COLDSPRING LANE, BALTIMORE, MD, 21215",,
"5271 REISTERSTOWN ROAD, BALTIMORE, MD, 21215",-76.68619,39.344826
"5710 EASTERN AVENUE, BALTIMORE, MD, 21224",-76.55233,39.28729
"10 CHERRY HILL ROAD, BROOKLYN, MD, 21225",,
"424 FONT HILL AVENUE, BALTIMORE, MD, 21223",-76.66343,39.27903
"1034 N. MOUNT STREET, BALTIMORE, MD, 21217",-76.6445,39.300373
"901 WALKER AVE., CATONSVILLE, MD, 21228",-76.71445,39.259205
"216 N. MARLYN AVE., ESSEX, MD, 21221",-76.46452,39.30921
"428 WESTHAM WAY, BALTIMORE, MD, 21224",-76.52437,39.29142
"6424 WINDSOR MILL RD., GWYNN OAK, MD, 21207",-76.72698,39.322083
"215 MILFORD MILL RD., PIKESVILLE, MD, 21208",-76.72158,39.362972
"115 W. SUSQUEHANNA AVE., TOWSON, MD, 21204",-76.60662,39.3987
"111 WIGHT AVE., COCKEYSVILLE, MD, 21030",-76.65382,39.488293
"8532 OLD HARFORD RD., PARKVILLE, MD, 21234",,
"8220 PERRY HALL BLVD., NOTTINGHAM, MD, 21236",-76.47259,39.3759
"5906 CONNECTICUT AVENUE, CHEVY CHASE, MD, 20815",,
"6507 COLUMBIA PIKE, ANNANDALE, VA, 22003",-77.16408,38.838028
"1437 BALLS HILL ROAD, MCLEAN, VA, 22101",-77.198135,38.9339
"300 PARK AVE, FALLS CHURCH, VA, 22046",-77.17277,38.884953
"550 CRESCENT ROAD, GREENBELT, MD, 20770",-76.891785,39.005962
"10451 TWIN RIVERS ROAD, COLUMBIA, MD, 21045",-76.874115,39.22072
"10785 LITTLE PATUXENT PARKWAY, COLUMBIA, MD, 21044",-76.88008,39.21623
"3410 COURTHOUSE DR., ELLICOTT CITY, MD, 21043",-76.806625,39.276604
"11226 SCAGGSVILLE RD., LAUREL, MD, 20723",-76.903145,39.146088
"811 FIFTH STREET, LAUREL, MD, 20707",-76.85514,39.10062
"3738 GWYNNBROOK AVENUE, OWINGS MILLS, MD, 21117",-76.77875,39.44395
"10100 RHODE ISLAND AVENUE, COLLEGE PARK, MD, 20740",,
"6800 AVIATION BLVD., GLEN BURNIE, MD, 21061",-76.64637,39.164936
"8908 KELSO DRIVE, ESSEX, MD, 21221",-76.46867,39.338436
"7777 WASHINGTON BLVD, JESSUP, MD, 20794",-76.782585,39.17291
"4823 RUGBY AVENUE, BETHESDA, MD, 20814",-77.0979,38.99113
"1001 MILESTONE DRIVE, SILVER SPRING, MD, 20904",-76.99108,39.044987
"2300 RANDOLPH ROAD, WHEATON, MD, 20902",-77.04884,39.05863
"8110 GEORGIA AVE., SILVER SPRING, MD, 20910",-77.026634,38.990417
"6125 MONTROSE RD., ROCKVILLE, MD, 20852",-77.12386,39.05267
"3305 N. LEISURE WORLD BLVD., SILVER SPRING, MD, 20906",,
"4433 SOUTH PARK AVENUE, CHEVY CHASE, MD, 20815",-77.08828,38.963345
"500 MAIN ST, DELTA, PA, 17314",-76.328636,39.726192
"7500 MAPLE AVENUE, TAKOMA PARK, MD, 20912",-77.01027,38.98109
"8000 YORK RD.-2ND FLOOR LOBBY, BALTIMORE, MD, 21252",-76.60448,39.39305
"621 W. LOMBARD STREET, BALTIMORE, MD, 21201",-76.62423,39.287388
"1000 HILLTOP CIRCLE,LOT 8, BALTIMORE, MD, 21250",-76.71398,39.255592
"7569 BALTIMORE AVENUE, COLLEGE PARK, MD, 20742",-76.93776,38.98303
"215 CENTER STREET SOUTH, VIENNA, VA, 22180",-77.26312,38.899956
"6001 GEORGIA AVENUE, NW, WASHINGTON, DC, 20011",-77.02788,38.962788
"3320 IDAHO AVENUE, NW, WASHINGTON, DC, 20016",-77.074974,38.933895
"1620 V STREET, NW, WASHINGTON, DC, 20009",-77.036995,38.918106
"14501 SWEITZER LANE, LAUREL, MD, 20707",-76.89781,39.089695
"3600 WHEELER AVENUE, ALEXANDRIA, VA, 22304",-77.092514,38.80741
"204 PASADENA ROAD, PASADENA, MD, 21122",-76.571236,39.109737
"8273 TELEGRAPH ROAD, ODENTON, MD, 21113",-76.69493,39.096138
"3730 OLD LEE HIGHWAY, FAIRFAX, VA, 22030",-77.29758,38.85194
"6140 ROLLING ROAD, SPRINGFIELD, VA, 22152",-77.237526,38.784473
"4393 UNIVERSITY DRIVE, FAIRFAX, VA, 22030",,
"115 CHURCH ST, MADISON, VA, 22727",,
"8700 SUDLEY ROAD, MANASSAS, VA, 20110",,
"329 MANASSAS DRIVE, MANASSAS PARK, VA, 20111",-77.47358,38.782085
"5036 DAVIS FORD ROAD, WOODBRIDGE, VA, 22192",-77.36053,38.684856
"4806 RUSSELL RD, QUANTICO, VA, 22134",-77.34811,38.518795
"4977 ALLIANCE DRIVE, FAIRFAX, VA, 22030",-77.374596,38.84832
"5525 EISENHOWER AVE, ALEXANDRIA, VA, 22304",,
"2204 MT. VERNON AVENUE, ALEXANDRIA, VA, 22301",-77.05853,38.825474
"199 TAYLOR AVENUE, ANNAPOLIS, MD, 21401",-76.505905,38.979652
"35 STEPNEY'S LANE, EDGEWATER, MD, 21037",,
"1750 SOUTH HAYES STREET, ARLINGTON, VA, 22202",-77.057365,38.857502
"15901 EXCALIBUR ROAD, BOWIE, MD, 20716",,
"735 18TH STREET, ARLINGTON, VA, 22202",-77.058365,38.85717
"6121 FRANCONIA ROAD, ALEXANDRIA, VA, 22310",-77.147644,38.781807
"4310 GALLATIN STREET, HYATTSVILLE, MD, 20781",-76.94286,38.952637
"1070 EAST COLLEGE PARKWAY, ANNAPOLIS, MD, 21409",-76.41858,39.021267
"3500 FORESTVILLE ROAD, FORESTVILLE, MD, 20747",-76.87441,38.840443
"7600 BARLOWE ROAD, PALMER PARK, MD, 20785",,
"5000 RHODE ISLAND AVENUE, HYATTSVILLE, MD, 20784",-76.94166,38.950558
"1805 BLADENSBURG ROAD, NE, WASHINGTON, DC, 20002",-76.97481,38.914284
"101 M STREET, SW, WASHINGTON, DC, 20024",-77.01272,38.876465
"2455 ALABAMA AVENUE, SE, WASHINGTON, DC, 20020",-76.96997,38.85337
"5002 HAYES STREET NE, WASHINGTON, DC, 20019",-76.928444,38.899887
"104 PUSHAW STATION RD., SUNDERLAND, MD, 20689",-76.59268,38.673786
"4075 GORDON STINNETT AVE., CHESAPEAKE BEACH, MD, 20732",-76.53852,38.692078
"20 APPEAL LANE, LUSBY, MD, 20657",-76.43754,38.379578
"200 BALTIMORE STREET, LA PLATA, MD, 20646",-76.98097,38.530323
"2511 PARKERS LANE, ALEXANDRIA, VA, 22306",-77.07584,38.741634
"8293 MARY BALL ROAD, LANCASTER, VA, 22503",-76.46572,37.769867
"9500 MITCHELL ROAD, LA PLATA, MD, 20646",-76.983246,38.565956
"23200 LEONARD HALL DRIVE, LEONARDTOWN, MD, 20650",-76.632,38.30558
"30581 PERRY ROAD, PRINCESS ANNE, MD, 21853",-75.69056,38.161312
"210 MAIN STREET, PRINCE FREDERICK, MD, 20678",-76.58197,38.538216
"5211 THE HORNES, EASTVILLE, VA, 23347",,
"195 JUDICIAL PLACE, HEATHSVILLE, VA, 22473",,
"5135 INDIAN HEAD HIGHWAY, OXON HILL, MD, 20745",-76.99864,38.814735
"11780 BECKFORD AVENUE, PRINCESS ANNE, MD, 21853",-75.69535,38.204212
"45779 FIRE DEPARTMENT LANE, CALIFORNIA, MD, 20619",,
"23150 LEONARD HALL DRIVE, LEONARDTOWN, MD, 20650",,
"500 MARTHA JEFFERSON DRIVE, CHARLOTTESVILLE, VA, 22911",-78.442116,38.024124
"100 WEGMANS WAY, CHARLOTTESVILLE, VA, 22902",,
"601 ENGLAND STREET, ASHLAND, VA, 23005",,
"104 W. BROADDUS AVENUE, BOWLING GREEN, VA, 22427",,
"18048 JEFFERSON DAVIS HIGHWAY, RUTHER GLEN, VA, 22546",-77.51518,38.018
"5183 WATERWAY DR, DUMFRIES, VA, 22025",-77.35994,38.60936
"5183 WATERWAY DRIVE, DUMFRIES, VA, 22025",-77.35994,38.60936
"194 B TURKEY SAG TRAIL, PALMYRA, VA, 22963",-78.3414,37.90453
"1101 SAM PERRY BLVD, FREDERICKSBURG, VA, 22401",-77.48242,38.309635
"2710 FAIRGROUNDS ROAD, GOOCHLAND, VA, 23063",-77.88619,37.69795
"12720 TUCKAHOE CREEK PKWY, HENRICO, VA, 23238",,
"7427 VERDI LANE, MECHANICSVILLE, VA, 23116",-77.35572,37.646816
"7721 E. PARHAM ROAD, HENRICO, VA, 23294",-77.526924,37.630238
"12200 WEGMANS BOULEVARD, HENRICO, VA, 23233",,
"10445 GOVERNMENT CENTER BLVD., KING GEORGE, VA, 22485",-77.16134,38.25327
"4915 RICHMOND TAPPAHANNOCK HIGHWAY, AYLETT, VA, 23009",-77.13396,37.744087
"1 WOOLFOLK AVE, LOUISA, VA, 23093",,
"308 RADNEY ROAD, ORANGE, VA, 22960",-78.11741,38.260822
"130 WEST MAIN STREET, ORANGE, VA, 22960",,
"205 LAKE OF THE WOODS PARKWAY, LOCUST GROVE, VA, 22508",,
"21024 PINEY WOODS ROAD, ORANGE, VA, 22960",-78.0122,38.169292
"3880 OLD BUCKINGHAM ROAD, POWHATAN, VA, 23139",-77.91733,37.538166
"101 HOSPITAL CENTER BLVD, STAFFORD, VA, 22554",-77.40418,38.414642
"9300 BROOK ROAD, GLEN ALLEN, VA, 23060",-77.45986,37.65318
"12501 STONE VILLAGE WAY, MIDLOTHIAN, VA, 23113",,
"1209 20TH STREET, CHESAPEAKE, VA, 23324",,
"4764 STATION HOUSE ROAD, CHESAPEAKE, VA, 23321",-76.42785,36.84735
"7453 HARGETT BLVD, GLOUCESTER, VA, 23061",-76.54553,37.4181
"2418 GEORGE WASHINGTON MEMORIAL HIGHWAY, HAYES, VA, 23072",-76.50011,37.27609
"3000 COLISEUM DRIVE, HAMPTON, VA, 23666",-76.39764,37.063553
"1440 N. LABURNUM AVENUE, RICHMOND, VA, 23223",-77.37882,37.566723
"4600 OPPORTUNITY WAY, WILLIAMSBURG, VA, 23188",-76.75887,37.33579
"3483 LEWIS B. PULLER HWY, SHACKLEFORDS, VA, 23156",,
"396 NEWTOWN ROAD, SAINT STEPHENS CHURCH, VA, 23148",,
"11995 COURTHOUSE CIRCLE, NEW KENT, VA, 23124",-76.977264,37.517464
"368 DESHAZOR DRIVE, NEWPORT NEWS, VA, 23608",-76.54385,37.12893
"3303 JEFFERSON AVENUE, NEWPORT NEWS, VA, 23607",-76.42429,36.986618
"1031 LOFTIS BLVD., NEWPORT NEWS, VA, 23606",-76.48553,37.084755
"901 ASBURY AVENUE, NORFOLK, VA, 23513",-76.25006,36.911892
"3661 E. VIRGINIA BEACH BLVD, NORFOLK, VA, 23502",-76.23745,36.854855
"2500 N. MILITARY HWY, NORFOLK, VA, 23502",-76.21408,36.881943
"2501 CORPREW AVE, NORFOLK, VA, 23504",-76.2599,36.85049
"3717 HAMPTON BLVD, NORFOLK, VA, 23508",-76.302124,36.87904
"498 WYTHE CREEK ROAD, POQUOSON, VA, 23662",-76.391464,37.1285
"4001 RIVERSHORE ROAD, PORTSMOUTH, VA, 23703",-76.37821,36.87869
"801 WATER ST, PORTSMOUTH, VA, 23704",-76.296875,36.835354
"4404 DEEP CREEK BLVD, PORTSMOUTH, VA, 23702",-76.32992,36.802456
"28 COLONIAL TRAIL EAST, SURRY, VA, 23883",,
"1660 TAPPAHANNOCK BLVD, TAPPAHANNOCK, VA, 22560",-76.86372,37.90757
"WILLIAMSBURG FIRE DEPARTMENT440 N BOUNDARY STREET, WILLIAMSBURG, VA, 23185",,
"5338-D GEORGE WASHINGTON MEMORIAL HWY, YORKTOWN, VA, 23692",,
"949 NORTH GEORGE WASHINGTON HIGHWAY, CHESAPEAKE, VA, 23323",,
"400 VOLVO PARKWAY, CHESAPEAKE, VA, 23320",-76.24503,36.76624
