address,lng,lat
"1500 N. PACKINGHOUSE RD.STE. 200, BLOOMINGTON, IN, 47404",-86.5617,39.181015
"8620 EAST 21ST STREET, INDIANAPOLIS, IN, 46219",-86.0151,39.79665
"4120 MITTHOEFFER RD, INDIANAPOLIS, IN, 46235",-85.99117,39.832882
"1108 E THOMPSON RD, INDIANAPOLIS, IN, 46227",-86.13841,39.69351
"2918 E 10TH ST, INDIANAPOLIS, IN, 46201",-86.11447,39.781357
"531 COURT PLACE SUITE 600, LOUISVILLE, KY, 40202",-85.75911,38.254765
"2325 NORTH STATE HIGHWAY 3, NORTH VERNON, IN, 47265",,
"160 CITATION LANE, CAMPBELLSBURG, KY, 40011",,
"4265 DIXIE HIGHWAY, DRY RIDGE, KY, 41035",-84.5907,38.716164
"1306 LEXINGTON AVE, LAWRENCEVILLE, IL, 62439",-87.68431,38.726994
"880 W. EADS PKWY, LAWRENCEBURG, IN, 47025",-84.87892,39.085888
"335 W WYOMING AV, LOCKLAND, OH, 45215",-84.467575,39.227215
"9440 BROWNBORO RD, LOUISVILLE, KY, 40241",,
"291 N HUBBARD'S LN, LOUISVILLE, KY, 40207",,
"2021 HIKES LANE, LOUISVILLE, KY, 40218",,
"3980 DIXIE HIGHWAY, LOUISVILLE, KY, 40216",-85.807655,38.192665
"7338 DIXIE HIGHWAY, LOUISVILLE, KY, 40258",-85.83925,38.1442
"600 LOVELAND MADEIRA ROAD, LOVELAND, OH, 45140",,
"126 SOUTH LEBANON ROAD, LOVELAND, OH, 45140",-84.28398,39.27477
"10 SOUTH STATE ST, MARKLEVILLE, IN, 46056",-85.61456,39.97735
"718 ARCHER AVE, MARSHALL, IL, 62441",-87.69457,39.391033
"5900 MCPICKEN DRIVE, MILFORD, OH, 45150",-84.24192,39.195015
"10150 MONTGOMERY RD, CINCINNATI, OH, 45242",,
"616 POPLAR ST., BELLEVUE, KY, 41073",-84.47928,39.10623
"8774 CONSTABLE DR., ALEXANDRIA, KY, 41001",-84.39136,38.94921
"5589 EAST ALEXANDRIA PIKE, COLD SPRING, KY, 41076",,
"1 POLICE MEMORIAL DR., COVINGTON, KY, 41014",,
"514 6TH AVE., DAYTON, KY, 41074",-84.47396,39.112396
"385 DUDLEY PIKE, EDGEWOOD, KY, 41017",,
"505 COMMONWEALTH AVE., ERLANGER, KY, 41018",-84.6082,39.023556
"409 KYLES LN., COVINGTON, KY, 41011",-84.53533,39.052948
"11777 MADISON PIKE, INDEPENDENCE, KY, 41051",,
"998 MONMOUTH ST., NEWPORT, KY, 41071",,
"1106 AMSTERDAM RD., PARK HILLS, KY, 41011",,
"301 W. WALNUT, SOUTHGATE, KY, 41071",,
"719 RODGERS RD., VILLA HILLS, KY, 41017",,
"520 LICKING PIKE, WILDER, KY, 41071",-84.486855,39.056038
"415 OLD JOHNS HILL ROAD, HIGHLAND HEIGHTS, KY, 41099",-84.46694,39.027943
"4701 MONTGOMERY RD., NORWOOD, OH, 45212",,
"3637 W HWY 146, BUCKNER, KY, 40010",,
"1660 HIGHWAY 1793, GOSHEN, KY, 40026",,
"1855 NORTH HIGHWAY 393, LA GRANGE, KY, 40031",,
"320 S. WHITTLE AVE, OLNEY, IL, 62450",-88.08487,38.72847
"26020 IN-145, BRISTOW, IN, 47515",,
"950 LOCUST CORNER RD, CINCINNATI, OH, 45245",-84.27839,39.0246
"5929 TIMBER RIDGE DR., PROSPECT, KY, 40059",-85.621185,38.338585
"50 NORTH 5TH STREET, RICHMOND, IN, 47374",-84.895195,39.82998
"1000 NORTH ALLEN STREET, ROBINSON, IL, 62454",,
"4055 HAMILTON CLEVES RD, FAIRFIELD, OH, 45014",-84.64424,39.317642
"1300 N MAIN ST, RUSHVILLE, IN, 46173",-85.444756,39.621357
"127 N. HIGHWAY 31, AUSTIN, IN, 47102",,
"111 S. FIRST ST., SCOTTSBURG, IN, 47170",,
"1618 W. MCCLAIN AVE., SCOTTSBURG, IN, 47170",,
"10900 READING ROAD, CINCINNATI, OH, 45241",,
"419 WASHINGTON STREET, SHELBYVILLE, KY, 40065",-85.21455,38.21166
"13 SOUTH 3RD ST., GOSPORT, IN, 47433",-86.66273,39.34832
"80 N WEST ST, 80 N. WEST STREET, SPENCER, IN, 47460",,
"12105 LAWNVIEW AVE., CINCINNATI, OH, 45246",-84.48337,39.29081
"1130 COMPTON ROAD, CINCINNATI, OH, 45231",-84.52707,39.232803
"51 W. CORRY BLVD.EDWARDS THREE, CINCINNATI, OH, 45221",,
"10500 READING RD, CINCINNATI, OH, 45241",,
"120 E. 4TH STREET, MOUNT CARMEL, IL, 62863",,
"305 EAST COURT, FAIRFIELD, IL, 62837",-88.3578,38.380375
"7804 CINCINNATI-DAYTON ROAD, WEST CHESTER, OH, 45069",-84.39504,39.357136
"101 E MAIN ST, MIDWAY, KY, 40347",-84.68389,38.150898
"7300 YANKEE RD, MIDDLETOWN, OH, 45044",-84.37619,39.375443
"1095 S. MAIN ST., CENTERVILLE, OH, 45458",-84.1603,39.612484
"7593 BUNNELL HILL RD, SPRINGBORO, OH, 45066",-84.194824,39.54772
"417 EAST HELENA STREET, DAYTON, OH, 45420",-84.18986,39.780235
"2721 WAYNE AVENUE, DAYTON, OH, 45420",-84.15488,39.739185
"FALL FEST BOOTHSOUTH MAIN ST @ EAST SECOND STREET, FRANKLIN, OH, 45005",,
"1388 RESEARCH PARK DRIVE, DAYTON, OH, 45432",-84.06884,39.729763
"120 E MAIN STREET, XENIA, OH, 45385",,
"4398 CLYO ROAD, DAYTON, OH, 45459",-84.10885,39.650043
"3600 SHROYER ROAD, KETTERING, OH, 45429",-84.16294,39.696075
"1699 DEERFIELD RD., LEBANON, OH, 45036",-84.20859,39.409557
"1425 COLUMBUS AVE, LEBANON, OH, 45036",-84.181206,39.45268
"2660 LYONS ROAD, MIAMISBURG, OH, 45342",-84.21888,39.627705
"1139 PREBLE DRIVE, EATON, OH, 45320",-84.64379,39.763725
"320 W CENTRAL AVE., SPRINGBORO, OH, 45066",-84.240974,39.559086
"5100 TERRA FIRMA DR., MASON, OH, 45040",,
"1400 LYTLE ROAD, WAYNESVILLE, OH, 45068",,
"3510 SUDACHI DR, DAYTON, OH, 45414",,
"3130 EAST MAIN STREET, SPRINGFIELD, OH, 45503",,
"951 WASHINGTON STREET, DAYTON, OH, 45402",-84.205826,39.749657
"248 SALEM AVENUE, DAYTON, OH, 45406",,
"335 W THIRD STREET, DAYTON, OH, 45402",,
"333 W NATIONAL ROAD, ENGLEWOOD, OH, 45322",-84.299706,39.87434
"70 W HEBBLE ROAD, FAIRBORN, OH, 45324",,
"122 W. MAIN ST, GREENVILLE, OH, 45331",,
"6121 TAYLORSVILLE ROAD, DAYTON, OH, 45424",-84.12634,39.862232
"345 W. SECOND ST., DAYTON, OH, 45422",,
"2917 W. ALEX BELL RD., MORAINE, OH, 45439",,
"300 COLLEGE PARK, DAYTON, OH, 45469",-84.17906,39.74039
"780 NORTHWOODS BLVD, VANDALIA, OH, 45377",-84.18396,39.901215
"245 JAMES BOHANAN DR., VANDALIA, OH, 45377",-84.194885,39.892616
"3820 CLEVELAND AVE, COLUMBUS, OH, 43224",-82.95626,40.046818
"6565 COMMERCE PKWY, DUBLIN, OH, 43017",,
"4656 CEMETERY RD., HILLIARD, OH, 43026",-83.14047,40.031704
"55 W. SCHROCK RD., WESTERVILLE, OH, 43081",,
"7625 SAWMILL RD., DUBLIN, OH, 43016",,
"5171 NORTHWEST PARKWAY, HILLIARD, OH, 43026",,
"222 GARFIELD STREET, LONDON, OH, 43140",-83.45088,39.899586
"2500 N COUNTY ROAD 25A, TROY, OH, 45373",,
"7125 SAWMILL ROAD, DUBLIN, OH, 43016",-83.090836,40.110973
"95 E. WILSON BRIDGE ROAD, WORTHINGTON, OH, 43085",-83.014366,40.109177
"650 WEST MAIN STREET, PLAIN CITY, OH, 43064",-83.27905,40.11097
"3600 TREMONT ROAD, UPPER ARLINGTON, OH, 43221",-83.05243,40.031017
"745 WEST MAIN ST., WEST JEFFERSON, OH, 43162",,
"6555 WORTHINGTON GALLENA RD, COLUMBUS, OH, 43085",-83.01552,40.09775
"2101 JEFFCO BLVD., ARNOLD, MO, 63010",,
"500 N. 1ST STREET, BREESE, IL, 62230",-89.52878,38.6077
"1330 SWANWICK ST., CHESTER, IL, 62233",-89.82105,37.9147
"810 FRANKLIN ST., CARLYLE, IL, 62231",-89.36786,38.610188
"1020 NORTH MAIN STREET, COLUMBIA, IL, 62236",-90.209274,38.451298
"130 MISSISSIPPI AVE, CRYSTAL CITY, MO, 63019",-90.37763,38.220455
"120 CITY HALL DRIVE, EUREKA, MO, 63025",-90.63082,38.495255
"10027 BUNKUM ROAD, FAIRVIEW HEIGHTS, IL, 62208",-90.01319,38.600574
"134 ST CLAIR SQUARE, FAIRVIEW HEIGHTS, IL, 62208",,
"100 PARK AVE, FESTUS, MO, 63028",-90.39987,38.218925
"424 N SAPPINGTON ROAD, GLENDALE, MO, 63122",,
"131 WEST MADISON AVE, KIRKWOOD, MO, 63122",-90.40718,38.57987
"204 N. WASHINGTON STREET, SALEM, IL, 62881",-88.94462,38.628273
"108 SOUTH MARSHALL AVE, MCLEANSBORO, IL, 62859",-88.54155,38.093964
"211 N. 10TH ST, MOUNT VERNON, IL, 62864",,
"100 E. HANOVER STREET, NEW BADEN, IL, 62265",-89.69928,38.535072
"285 NORTH SEVEN HILLS ROAD, O FALLON, IL, 62269",-89.892586,38.590157
"300 HOVEN DRIVE, PACIFIC, MO, 63069",,
"12 E. WATER STREET, PINCKNEYVILLE, IL, 62274",-89.38187,38.080116
"401 MAIN STREET, PEVELY, MO, 63070",,
"114 N. 4TH STREET, COULTERVILLE, IL, 62237",-89.6038,38.186485
"143 S. WASHINGTON, NASHVILLE, IL, 62263",,
"200 W. BUENA VISTA, CHESTER, IL, 62233",-89.82828,37.903385
"200 E. MARKET, RED BUD, IL, 62278",,
"112 W. JACKSON, SPARTA, IL, 62286",,
"201 S. ROTAN AVE., SALEM, IL, 62881",,
"700 NORTH 5TH STREET, BELLEVILLE, IL, 62220",-89.99119,38.520638
"10 PUBLIC SQUARE, BELLEVILLE, IL, 62220",-89.98436,38.513443
"625 NEW SMIZER MILL RD, FENTON, MO, 63026",-90.45376,38.518578
"11100 MUELLER ROAD #2, GREEN PARK, MO, 63123",-90.34607,38.523026
"1393 BIG BEND ROADSUITE F, TWIN OAKS, MO, 63021",,
"109 LINDY BLVD, WINCHESTER, MO, 63021",-90.527084,38.592762
"ONE MISSIONARY RIDGE, SAINT LOUIS, MO, 63123",,
"324 SAPPINGTON BARRACKS, SAINT LOUIS, MO, 63125",-90.299835,38.502605
"7826 WIMBLEDON, SAINT LOUIS, MO, 63119",-90.336945,38.570755
"232 VANCE ROAD, VALLEY PARK, MO, 63088",-90.511345,38.550957
"3905 S. LINDBERGH, SUNSET HILLS, MO, 63127",-90.403656,38.546677
"2532 N. ILLINOIS STREET, BELLEVILLE, IL, 62226",,
"111 RUE TERRE BONNE, BONNE TERRE, MO, 63628",-90.61669,37.922775
"25 W. INDIANA STREET, TRENTON, IL, 62293",-89.6826,38.6031
"150 WATERLOO COMMONS DRIVE, WATERLOO, IL, 62298",,
"301 S, MAIN STREET, WATERLOO, IL, 62298",-90.149796,38.33343
"33 EAST GLENDALE AVENUE, WEBSTER GROVES, MO, 63119",-90.35796,38.576244
"9641 BELLEFONTAINE RD, SAINT LOUIS, MO, 63137",-90.22567,38.74173
"403 S. SECOND ST, GREENVILLE, IL, 62246",-89.41244,38.888664
"404 S. THIRD ST, GREENVILLE, IL, 62246",-89.41344,38.889553
"2500 N. CENTER, MARYVILLE, IL, 62062",,
"3545 LINDELL DRIVE, SAINT LOUIS, MO, 63103",-90.23152,38.637
"219 SOUTH 5TH STREET, VANDALIA, IL, 62471",-89.0961,38.960445
"101 N. 4TH STREET, EFFINGHAM, IL, 62401",,
"447 SOUTH MAIN STREETSUITE 5, HILLSBORO, IL, 62049",-89.49348,39.15821
"300 SOUTH MAIN STREET, HILLSBORO, IL, 62049",-89.49337,39.159622
"325 SOUTH MAIN STREET, HILLSBORO, IL, 62049",-89.493355,39.159466
"120 E. RYDER STREET, LITCHFIELD, IL, 62056",-89.65511,39.176346
"205 PALMER AVE., BELLEFONTAINE, OH, 43311",,
"3000 SENECA INDUSTRIAL PKWY, BELLEVUE, OH, 44811",-82.87065,41.28152
"175 W. WOOSTER, BOWLING GREEN, OH, 43402",,
"222 N. MAIN ST., CLYDE, OH, 43410",,
"3975W. POWELL RD, POWELL, OH, 43065",-83.09932,40.15875
"1141 W. STATE ST., FREMONT, OH, 43420",,
"512 MARKET ST., DANVILLE, OH, 43014",-82.26054,40.4455
"182 S. MAIN ST., FREDERICKTOWN, OH, 43019",-82.54106,40.47409
"911 N LAKE STREET, AMHERST, OH, 44001",,
"18 WEST AVENUE, ELYRIA, OH, 44035",,
"1009 CHESTNUT STREET, GRAFTON, OH, 44044",-82.05467,41.271606
"299 STATE STREET, KIPTON, OH, 44049",-82.30194,41.271393
"355 S CENTER STREET, LAGRANGE, OH, 44050",-82.11986,41.23099
"9896 MURRAY RIDGE ROAD, ELYRIA, OH, 44035",,
"85 S MAIN STREET, OBERLIN, OH, 44074",,
"5791 LIBERTY AVENUE, VERMILION, OH, 44089",-82.369415,41.422035
"117 WILLARD MEMORIAL SQ, WELLINGTON, OH, 44090",-82.21717,41.168457
"8730 WATERVILLE SWANTON ROAD, WATERVILLE, OH, 43566",-83.75775,41.50943
"635 NORTH ERIE STREET, TOLEDO, OH, 43604",-83.533585,41.657352
"7145 GARDEN ROAD, MAUMEE, OH, 43537",-83.71108,41.59563
"10550 WATERVILLE STREET, WHITEHOUSE, OH, 43571",,
"2469 SHORELAND DRIVE, TOLEDO, OH, 43611",-83.48587,41.720528
"1050 DELAWARE AVENUE, MARION, OH, 43302",-83.12368,40.572727
"180 COLEMANS CROSSING BLVD, MARYSVILLE, OH, 43040",-83.35048,40.239223
"109 EAST DUDLEY ST, MAUMEE, OH, 43537",-83.65364,41.56297
"5901 MONCLOVA, MAUMEE, OH, 43537",-83.681244,41.558735
"18 N. MAIN ST., MECHANICSBURG, OH, 43044",-83.55633,40.07237
"60 E. MAPLE ST., NORTH LEWISBURG, OH, 43060",-83.5555,40.222992
"4877 FENN ROAD, MEDINA, OH, 44256",-81.86277,41.17078
"3333 BURBANK ROAD, WOOSTER, OH, 44691",-81.93996,40.83948
"201 SOUTH MAIN STREET, FORT RECOVERY, OH, 45846",,
"1205 E. MAIN ST., ASHLAND, OH, 44805",,
"320 BELL ST., BELLVILLE, OH, 44813",-82.512505,40.615486
"127 N. VANCE ST., CAREY, OH, 43316",-83.38256,40.952953
"3613 STETZER RD., BUCYRUS, OH, 44820",-82.9384,40.816025
"213 S. MAIN ST., FOSTORIA, OH, 44830",,
"212 HARDING WAY EAST, GALION, OH, 44833",-82.78744,40.733875
"3305 GREENWICH ANGLING RD, GREENWICH, OH, 44837",-82.51788,41.048016
"200 W. CRAWFORD ST., FINDLAY, OH, 45840",-83.65218,41.0378
"44 W. MAIN ST., LEXINGTON, OH, 44904",,
"1125 NATIONAL PARKWAY, MANSFIELD, OH, 44906",-82.55582,40.77205
"1050 DELAWARE AVE., MARION, OH, 43302",-83.12368,40.572727
"9 MONROE STREET, MONROEVILLE, OH, 44847",-82.69504,41.2438
"555 WEST MARION RD., MOUNT GILEAD, OH, 43338",-82.846016,40.54879
"37 NORTH LINWOOD AVE, NORWALK, OH, 44857",-82.61581,41.24425
"597 PARK AVE. EAST, MANSFIELD, OH, 44905",-82.49136,40.75819
"3040 S. ST. RTE. 100, TIFFIN, OH, 44883",,
"31 MACK AVE, SHELBY, OH, 44875",-82.65785,40.874905
"51 E. MARKET ST. #4TIFFIN, TIFFIN, OH, 44883",,
"120 N. 7TH STREET, UPPER SANDUSKY, OH, 43351",,
"425 FORT BALL RD., WILLARD, OH, 44888",-82.718735,41.042522
"125 E.WYANDOT AVE, UPPER SANDUSKY, OH, 43351",-83.280205,40.827503
"2610 COLUMBUS AVE, SANDUSKY, OH, 44870",-82.69654,41.43037
"26711 LIME CITY ROAD, PERRYSBURG, OH, 43551",-83.567635,41.540005
"100 N. WAYNE ST., PIQUA, OH, 45356",-84.24092,40.146633
"1035 HERITAGE TRAIL, OTTAWA, OH, 45875",-84.03984,41.00499
"506 PINE ST., FREMONT, OH, 43420",-83.10346,41.348396
"153 NORTH FRANKLIN ST, RICHWOOD, OH, 43344",-83.297066,40.43017
"221 WEST 5TH ST, MARYSVILLE, OH, 43040",-83.36899,40.23654
"1637 E. U.S. HWY. 36, URBANA, OH, 43078",,
"701 PARLETTE CT, WAPAKONETA, OH, 45895",-84.20256,40.57702
"748 N. STATE ST, WESTERVILLE, OH, 43082",-82.92641,40.142967
"1960 E. GYPSY LNBOWLING GREEN, BOWLING GREEN, OH, 43402",,
"401 MAIN STREET, DELTA, OH, 43515",,
"123 E WASHINGTON, NAPOLEON, OH, 43545",,
"310 GLENWOOD AVE, NAPOLEON, OH, 43545",-84.14123,41.384155
"2125 RICHARDS RD., OTTAWA HILLS, OH, 43606",-83.64111,41.66172
"113 NORTH MARKET STREET, VAN WERT, OH, 45891",-84.580795,40.869835
"405 E. LUTZ RD, ARCHBOLD, OH, 43502",,
"2395 W 12 MILE, BERKLEY, MI, 48072",-83.182655,42.50327
"45 E. LONG LAKE RD., BLOOMFIELD HILLS, MI, 48304",-83.243835,42.58402
"45 E. LONG LAKE RD, BLOOMFIELD HILLS, MI, 48304",-83.243835,42.58402
"4200 TELEGRAPH ROAD, BLOOMFIELD HILLS, MI, 48302",-83.28106,42.578102
"440 S THIRD STREET, BRIGHTON, MI, 48116",-83.78739,42.524757
"23125 KING ROAD, BROWNSTOWN, MI, 48183",-83.25739,42.153473
"1150 S. CANTON CENTER ROAD, CANTON, MI, 48188",-83.48679,42.299538
"2250 E STADIUM BLVD, ANN ARBOR, MI, 48104",-83.717804,42.26109
"19617 HARPER, HARPER WOODS, MI, 48225",-82.924126,42.431797
"37985 GROESBECK, CLINTON TOWNSHIP, MI, 48038",,
"25637 MICHIGAN AVE, DEARBORN HEIGHTS, MI, 48125",-83.289024,42.296997
"16099 MICHIGAN AVE, DEARBORN, MI, 48126",-83.20268,42.314064
"112 SOUTH 7TH STREET, DECATUR, IN, 46733",-84.92982,40.829453
"113 BIEDE AVE, DEFIANCE, OH, 43512",-84.34377,41.28632
"12000 LIVERNOIS, DETROIT, MI, 48206",,
"5100 E. NEVADA, DETROIT, MI, 48234",,
"1441 W 7 MILE, HIGHLAND PARK, MI, 48203",,
"2875 W. GRAND BLVDSUITE 227, DETROIT, MI, 48202",,
"4700 W. FORT, DETROIT, MI, 48209",,
"3500 CONNER AVE, DETROIT, MI, 48215",-82.96606,42.380974
"11450 WARWICK, DETROIT, MI, 48228",-83.227684,42.371
"3501 CHENE ST, DETROIT, MI, 48207",-83.03386,42.35523
"21555 W. MCNICHOLS RD., DETROIT, MI, 48219",-83.25451,42.41465
"11187 GRATIOT, DETROIT, MI, 48213",-82.99506,42.408638
"20 ATWATER, DETROIT, MI, 48226",-83.04088,42.328785
"4777 E OUTER DRIVE, DETROIT, MI, 48234",-83.02002,42.441338
"11187 GRATIOT AVE, DETROIT, MI, 48213",-82.99506,42.408638
"16083 NINE MILE ROAD, EASTPOINTE, MI, 48021",,
"31655 W ELEVEN MILE RD., FARMINGTON HILLS, MI, 48336",-83.36107,42.48462
"311 S. LEROY STREET, FENTON, MI, 48430",,
"310 E NINE MILE, FERNDALE, MI, 48220",,
"129 COURTHOUSE PLAZA, WAUSEON, OH, 43567",-84.140755,41.54547
"29450 MUNRO ST, GIBRALTAR, MI, 48173",-83.18947,42.093296
"2600 HOLBROOK, HAMTRAMCK, MI, 48212",-83.05861,42.39251
"111 E NINE MILE, HAZEL PARK, MI, 48030",,
"7059 ORCHARD CENTRE DR, HOLLAND, OH, 43528",-83.710495,41.609512
"1245 CLARION AVENUE, HOLLAND, OH, 43528",-83.70971,41.618702
"21 E. CHURCH ST., LAKE ORION, MI, 48362",,
"818 RIVERSIDE AVE, ADRIAN, MI, 49221",-84.049835,41.912727
"150 S HIGHLANDER WAY, HOWELL, MI, 48843",-83.953964,42.61284
"4395 ALBON ROAD, MONCLOVA, OH, 43542",-83.737885,41.560955
"14500 E. 12 MILE RD. - K340, WARREN, MI, 48088",-82.976006,42.50837
"43565 ELIZABETH ROAD, MOUNT CLEMENS, MI, 48043",-82.887695,42.617
"58 S. WILSON, MOUNT CLEMENS, MI, 48043",-82.890366,42.595406
"280 W 13 MILE ROAD, MADISON HEIGHTS, MI, 48071",,
"3100 OAKWOOD BLVD, MELVINDALE, MI, 48122",-83.17576,42.28238
"4337 BUNO ROAD, BRIGHTON, MI, 48114",,
"14350 W. 10 MILE RD., OAK PARK, MI, 48237",,
"12111 TELEGRAPH, TAYLOR, MI, 48180",,
"300 JONES AVENUE, MONROE, MI, 48161",-83.40298,41.907032
"35 NECKEL COURT, MILAN, MI, 48160",-83.6854,42.081535
"221 EMPIRE ST., MONTPELIER, OH, 43543",-84.60992,41.585293
"401 GREENHOUSE ST, DEFIANCE, OH, 43512",-84.33348,41.280247
"37885 GREEN STREET, NEW BALTIMORE, MI, 48047",-82.72246,42.687088
"45125 W 10 MILE RD, NOVI, MI, 48375",-83.49046,42.466133
"2525 JOSLYN ROAD, LAKE ORION, MI, 48360",-83.28231,42.743862
"9170 COMMERCE RD, COMMERCE TOWNSHIP, MI, 48390",,
"2525 JOSLYN ROAD, LAKE ORION, MI, 48362",,
"12060 MANTAWAUKA DRIVEFENTON, FENTON, MI, 48430",-83.716064,42.85398
"3955 ORCHARD LAKE RD., ORCHARD LAKE, MI, 48323",-83.35879,42.583927
"500 EAST PERRY STREET, PAULDING, OH, 45879",-84.57705,41.13696
"3200 CARPENTER RD., YPSILANTI, MI, 48197",-83.68041,42.243313
"6227 W. MICHIGAN AVE, ANN ARBOR, MI, 48108",-83.70471,42.19703
"9955 N HAGGERTY, PLYMOUTH, MI, 48170",,
"25833 ELSINORE, REDFORD, MI, 48239",-83.29628,42.39872
"10600 W JEFFERSON AVENUE, RIVER ROUGE, MI, 48218",,
"14100 CIVIC PARK DR, RIVERVIEW, MI, 48193",-83.1947,42.17735
"400 SIXTH STREET, ROCHESTER, MI, 48307",-83.138405,42.682972
"11165 OLIVE, ROMULUS, MI, 48174",-83.398926,42.22097
"18760 13 MILE RD, ROSEVILLE, MI, 48066",-82.92854,42.5245
"29753 GRATIOT, ROSEVILLE, MI, 48066",,
"211 EAST THIRD STREET, ROYAL OAK, MI, 48067",-83.14284,42.48815
"100 NORTH HARRIS, SALINE, MI, 48176",-83.77949,42.16877
"219 WHIPPLE ST, SOUTH LYON, MI, 48178",-83.65345,42.461452
"12875 E. 14 MILE RD, STERLING HEIGHTS, MI, 48312",-82.995026,42.5377
"43893 SCHOENHERR ROAD, STERLING HEIGHTS, MI, 48313",-82.99276,42.61756
"40333 DODGE PARK, STERLING HEIGHTS, MI, 48313",-83.01115,42.59092
"8650 CANAL ROAD, STERLING HEIGHTS, MI, 48314",-83.02669,42.622604
"6635 MAPLEWOOD AVE., SYLVANIA, OH, 43560",-83.703964,41.717068
"4420 KING ROAD, SYLVANIA, OH, 43560",-83.723404,41.694565
"18700 JAMES COUSINS, DETROIT, MI, 48235",,
"46425 TYLER RD, BELLEVILLE, MI, 48111",-83.4954,42.233704
"350 W MONROE ST, DUNDEE, MI, 48131",,
"1499 E. WEST MAPLE RD, WALLED LAKE, MI, 48390",-83.50031,42.532677
"25950 SCHOENHERR, WARREN, MI, 48089",-82.98695,42.485043
"29900 CIVIC CENTER BLVD., WARREN, MI, 48093",-83.02491,42.513084
"5150 CIVIC CENTER, WATERFORD, MI, 48329",-83.38814,42.670048
"485 E AIRPORT HWY, WAUSEON, OH, 43567",-84.13531,41.573532
"230 CLINTON ST., WAUSEON, OH, 43567",-84.14305,41.54946
"4530 WALNUT LAKE ROAD, WEST BLOOMFIELD, MI, 48325",,
"7525 HIGHLAND RD, WHITE LAKE, MI, 48383",,
"1425 E HIGH ST, SUITE 103BRYAN, BRYAN, OH, 43506",,
"49045 PONTIAC TRAIL, WIXOM, MI, 48393",-83.530205,42.52451
"21869 WEST RD., WOODHAVEN, MI, 48183",,
"2015 BIDDLE AVE., WYANDOTTE, MI, 48192",-83.14977,42.213406
"1406 N. EATON ST., ALBION, MI, 49224",-84.7563,42.259052
"640 RIVER ST., ALLEGAN, MI, 49010",-85.848595,42.5397
"1050 W. BRISTOL RD, FLINT, MI, 48507",-83.69643,42.973995
"1212 W STATE STREET, HASTINGS, MI, 49058",-85.30333,42.648647
"1150 W. PLYMOUTH STREET, BREMEN, IN, 46506",-86.15978,41.446426
"4090 MANOR DRIVE, BURTON, MI, 48519",,
"321 M-62, CASSOPOLIS, MI, 49031",,
"56151 M-51 SOUTH, DOWAGIAC, MI, 49047",-86.130066,41.97966
"1345 BARRON LAKE ROAD, NILES, MI, 49120",-86.17569,41.85074
"13163 MARCELLUS HWY, MARCELLUS, MI, 49067",,
"26296 US-12, EDWARDSBURG, MI, 49112",,
"32764 DIXON ST, DOWAGIAC, MI, 49047",-86.200134,42.056557
"650 EAST MAIN STREET, CENTREVILLE, MI, 49032",-85.51452,41.923332
"5200 NORKO DR, FLINT, MI, 48507",,
"725 E MAIN STREET, FLUSHING, MI, 48433",-83.84178,43.063873
"815 MADISON STREET, ROCHESTER, IN, 46975",-86.214386,41.065872
"5405 S SAGINAW STREET, FLINT, MI, 48507",,
"310 GREENWOOD, GRAND LEDGE, MI, 48837",-84.74082,42.755447
"2869 MNO BMADZEWEN DR., SHELBYVILLE, MI, 49344",,
"1260 E STATE ROAD 205, COLUMBIA CITY, IN, 46725",,
"145 N. EEL RIVER CEMETERY RD., PERU, IN, 46970",-86.117935,40.769527
"5811 ELLISON ROAD, FORT WAYNE, IN, 46804",-85.255516,41.031742
"1425 MIAMI TRAIL, BREMEN, IN, 46506",-86.19216,41.458652
"1451 N. EEL RIVER CEMETERY RD., PERU, IN, 46970",-86.131325,40.785046
"4742 WALMA AVENUE SE, GRAND RAPIDS, MI, 49512",-85.5964,42.881313
"111 N MONROE, LOWELL, MI, 49331",,
"301 S. BRANSONMARION, MARION, IN, 46952",,
"G-4481 CORUNNA ROAD, FLINT, MI, 48532",,
"3401 COOPER STREET, JACKSON, MI, 49201",-84.39886,42.28857
"7119 NORTH CANAL ROAD, LANSING, MI, 48913",,
"714 US HIGHWAY 27N, MARSHALL, MI, 49068",,
"1600 SILVERBROOK AVENUE, NILES, MI, 49120",-86.237404,41.81952
"43255 60TH AVENUE, PAW PAW, MI, 49079",-85.97261,42.200974
"544 NORTH MAIN STREET, WAYLAND, MI, 49348",-85.64334,42.679264
"ENTRANCE @ PRESIDENTIAL DR AT GORMAN DRIVE, FLINT, MI, 48503",,
"7386 GALE RD, GRAND BLANC, MI, 48439",-83.53403,42.923634
"202 S WATER STREET, OWOSSO, MI, 48867",-84.1721,42.996674
"18776 CLEVELAND ROAD, SOUTH BEND, IN, 46637",-86.23202,41.72331
"12481 ANDERSON ROADBITTERSWEET AND ANDERSON, GRANGER, IN, 46530",-86.109665,41.74268
"401 WEST SAMPLE STREET, SOUTH BEND, IN, 46601",-86.25417,41.66508
"333 EAST DOUGLAS ROAD, MISHAWAKA, IN, 46545",,
"204 EAST MICHIGAN AVENUE, NEW CARLISLE, IN, 46552",-86.50739,41.706444
"305 S. STATE ST., NORTH LIBERTY, IN, 46554",-86.43008,41.53177
"122 N NOTTAWA STREET, STURGIS, MI, 49091",-85.41866,41.79859
"333 W MICHIGAN AVENUE, THREE RIVERS, MI, 49093",,
"400 MILL STREET, FLINT, MI, 48502",,
