1158,400 EAST SECOND ST,BLOOMSBURG,PA,17815
1159,1 LEO MOSS DRIVE,OLEAN,NY,14760
1160,38 N. MAIN ST.,DELEVAN,NY,14042
1161,2605 HARLEM RD.,CHEEKTOWAGA,NY,14227
1162,651 DICK ROAD,DEPEW,NY,14043
1163,224 E. MAIN STREET,SPRINGVILLE,NY,14141
1164,ROUTES 5 & 77,EAST PEMBROKE,NY,14056
1165,4999 WILLIAM STREET,LANCASTER,NY,14086
1166,3 WEST MAIN STREETRTS 5 & 19,LE ROY,NY,14482
1167,3669 SOUTHWESTERN BLVD.,ORCHARD PARK,NY,14127
1168,7 THOMAS STREET,HOLLEY,NY,14470
1169,600 MAIN STREET,MEDINA,NY,14103
1170,13925 STATE ROUTE 31,ALBION,NY,14411
1171,245 MUNCY ST,LAPORTE,PA,18626
1172,318 MAIN ST,WATSONTOWN,PA,17777
1173,28 CRAFTON ST,WELLSBORO,PA,16901
1174,4620 SENECA STREET,WEST SENECA,NY,14224
1175,43 EXCHNAGE STREET,ATTICA,NY,14011
1176,46 NORTH MAIN STREET,PERRY,NY,14530
1177,151 N. MAIN STREET,WARSAW,NY,14569
1178,987 R.C. HOAG DRIVE,SALAMANCA,NY,14779
1179,225 WILDWOOD AVE,SALAMANCA,NY,14779
1180,4540 SOUTHWESTERN BLVD.,HAMBURG,NY,14075
1181,714 RIDGE ROAD,BUFFALO,NY,14218
1182,445 TREMONT STREET,NORTH TONAWANDA,NY,14120
1183,3740 MCKINLEY PARKWAY,BUFFALO,NY,14219
1184,453 MILL STREET,DANVILLE,PA,17821
1185,9 NORTH 8TH STREET,KULPMONT,PA,17834
1186,1223 A NUMIDIA DR,CATAWISSA,PA,17820
1187,1 FILBERT ST,MILTON,PA,17847
1188,253 MILL ST,DANVILLE,PA,17821
1189,137 WEST FOURTH STREET,MOUNT CARMEL,PA,17851
1190,300 LAUREL STREET,MOUNT CARMEL,PA,17851
1191,201 MARKET STREET,SUNBURY,PA,17801
1192,401 SOUTH 18TH STREET,ASHLAND,PA,17921
1193,211 BROAD STREET,ASHLAND,PA,17921
1194,1209 VALLEY ROAD,POTTSVILLE,PA,17901
1195,221-223 3RD STREET,COALDALE,PA,18218
1196,42 SOUTH CENTER STREET,FRACKVILLE,PA,17931
1197,417 GAP STREET,VALLEY VIEW,PA,17983
1198,239 EAST PINE STREET,MAHANOY CITY,PA,17948
1199,15 NORTH DELAWARE AVENUE,MINERSVILLE,PA,17954
1200,209 NORTH WARREN STREET,ORWIGSBURG,PA,17961
1201,142 EAST BACON,POTTSVILLE,PA,17901
1202,90 WASHINGTON STREET,PORT CARBON,PA,17965
1203,104 MAHANOY AVE,TAMAQUA,PA,18252
1204,24 NORTH 2ND STREET,SAINT CLAIR,PA,17970
1205,360 WEST RUDDLE ST,COALDALE,PA,18218
1206,401 NORTH 2ND STREET,POTTSVILLE,PA,17901
1207,220 PARKWAY AVENUE,SCHUYLKILL HAVEN,PA,17972
1208,15 WEST WASHINGTON STREET,SHENANDOAH,PA,17976
1209,320 BROAD STREET,TAMAQUA,PA,18252
1210,19 NORTH PINE STREET,TREMONT,PA,17981
1211,190 PENNA AVE,SHENANDOAH,PA,17976
1212,511 NORTH FRANKLIN STREET,SHAMOKIN,PA,17872
1213,134 MAPLE ST,ANDOVER,OH,44003
1214,25 W. JEFFERSON ST.,JEFFERSON,OH,44047
1215,92 OHLTOWN RD.,YOUNGSTOWN,OH,44515
1216,2671 MCCLEARY JACOBY RD.,CORTLAND,OH,44410
1217,601 W SOUTH RANGE RD,NORTH LIMA,OH,44452
1218,8299 MARKET STREET,BOARDMAN,OH,44512
1219,1300 ELMWOOD AVE.,BUFFALO,NY,14222
1220,104 LISBON ST.,CANFIELD,OH,44406
1221,36 THOMAS INDIAN SCHOOL DRIVE,IRVING,NY,14081
1222,1 WASHINGTON STREET,CATTARAUGUS,NY,14719
1223,738 MONROE STREET,DUNKIRK,NY,14048
1224,318 EAST FAIRMOUNT AVE,LAKEWOOD,NY,14750
1225,766 FOOTE AVE.,JAMESTOWN,NY,14701
1226,138 E. MAIN ST.,WESTFIELD,NY,14787
1227,626 STATE STREET,ERIE,PA,16501
1228,318 W. THIRD AVENUE,WARREN,PA,16365
1229,158 W. MAIN ST.,CONNEAUT,OH,44030
1230,27 E. MAIN STREET,GOWANDA,NY,14070
1231,2255 BASELINE ROAD,GRAND ISLAND,NY,14072
1232,8787 ERIE RD. RT. #5,ANGOLA,NY,14006
1233,111 WATER STREET,CHARDON,OH,44024
1234,14860 N. STATE AVE,MIDDLEFIELD,OH,44062
1235,233 SCHOOL STREET,HUBBARD,OH,44425
1236,235 FAIRGROUNDS ROAD,PAINESVILLE,OH,44077
1237,1315 CHURCHILL-HUBBARD ROAD,YOUNGSTOWN,OH,44505
1238,3608 WEST 26TH STREET,ERIE,PA,16506
1239,5028 W RIDGE RDERIE,ERIE,PA,16506
1240,6143 PEACH STERIE,ERIE,PA,16509
1241,15992 MILTON AVE.,LAKE MILTON,OH,44429
1242,3131 MERCER ROAD,NEW CASTLE,PA,16105
1243,303 EAST NORTH STREET,NEW CASTLE,PA,16101
1244,10711 MAIN STREET,NEW MIDDLETOWN,OH,44442
1245,5300 MILITARY ROAD,LEWISTON,NY,14092
1246,10543 MAIN STREET,NORTH COLLINS,NY,14111
1247,3758 CENTER RD.PERRY,PERRY,OH,44081
1248,203 HAMPTON ROAD,PUNXSUTAWNEY,PA,15767
1249,2950 ELMWOOD AVENUE,KENMORE,NY,14217
1250,1577 MILITARY ROAD,NIAGARA FALLS,NY,14304
1251,201 STATE STREET,ERIE,PA,16550
1252,104 2ND STREET,ERIE,PA,16550
1253,40 RAILROAD STREET,YOUNGSVILLE,PA,16371
1254,266 WEST WOOD STREET,YOUNGSTOWN,OH,44555
1255,40 RAILROAD STREET,YOUNGSVILLE,PA,16371
1256,100 S. AURORA RD,AURORA,OH,44202
1257,1287 TALLMADGE RD,KENT,OH,44240
1258,12696 OPALOCKA DRIVE,CHESTERLAND,OH,44026
1259,14820 CHILLICOTHE ROAD,NOVELTY,OH,44072
1260,301 S. DEPEYSTER ST.,KENT,OH,44240
1261,8026 CHILLICOTHE ROAD,MENTOR,OH,44060
1262,36000 EUCLID AVENUE,WILLOUGHBY,OH,44094
1263,5860 ANDREWS ROAD,MENTOR,OH,44060
1264,14820 CHILLICOTHE ROAD,NOVELTY,OH,44072
1265,631 S BROADWAY STREET,AKRON,OH,44311
1266,700 WEST RIDGE DRIVE,ALLISON PARK,PA,15101
1267,700 WEST RIDGE RD,ALLISON PARK,PA,15101
1268,480 WEST TUSCAWARAS,BARBERTON,OH,44203
1269,3979 MEDINA RD.,AKRON,OH,44333
1270,6916 STADIUM DRIVE,BRECKSVILLE,OH,44141
1271,600 INDIANA AVE,CHESTER,WV,26034
1272,4501 CHESTER AVE,CLEVELAND,OH,44103
1273,9333 KINSMAN AVENUE,CLEVELAND,OH,44104
1274,881 E 152ND STREET,CLEVELAND,OH,44114
1275,1280 SUNSET DRIVE,COPLEY,OH,44321
1276,2525 ROCHESTER RD,CRANBERRY TOWNSHIP,PA,16066
1277,2310 SECOND ST,CUYAHOGA FALLS,OH,44221
1278,525 LAWRENCE AVENUE,ELLWOOD CITY,PA,16117
1279,1470 CHAGRIN RIVER ROAD,GATES MILLS,OH,44040
1280,116 W. STREETSBORO ST.,HUDSON,OH,44236
1281,670 PHILADELPHIA STREET,INDIANA,PA,15701
1282,3300 GREENWICH RD,NORTON,OH,44203
1283,28000 SHAKER BLVD,CLEVELAND,OH,44124
1284,601 THORN STREET,SEWICKLEY,PA,15143
1285,35000 PORTZ PARKWAY,SOLON,OH,44139
1286,3800 DARROW RD,STOW,OH,44224
1287,393 E. TURKEYFOOT LAKE ROAD,AKRON,OH,44319
1288,600 SOUTH AVENUE,TALLMADGE,OH,44278
1289,53 NORTHEAST AVE,TALLMADGE,OH,44278
1290,100 NORMAN DRIVE,CRANBERRY TOWNSHIP,PA,16066
1291,30435LAKESHORE BLVD.,WILLOWICK,OH,44095
1292,1801 BROWNSVILLE RD.,SOUTH PARK,PA,15129
1293,1801 BROWNSVILLE ROAD,SOUTH PARK,PA,15129
1294,315 STATION ST,WILMERDING,PA,15148
1295,217 COMMERCIAL AVENUE,ASPINWALL,PA,15215
1296,204 CRIM AVENUE,BELINGTON,WV,26250
1297,440 S MAIN ST,PHILIPPI,WV,26416
1298,537 BAYNE AVENUE,PITTSBURGH,PA,15202
1299,51400 NATIONAL ROAD,SAINT CLAIRSVILLE,OH,43950
1300,104 PLAZA DRIVE,SAINT CLAIRSVILLE,OH,43950
1301,4595 CENTRAL AVENUE,SHADYSIDE,OH,43947
1302,56130 NATIONAL ROAD,BRIDGEPORT,OH,43912
1303,515 WEST MAIN STREET,BRIDGEPORT,WV,26330
1304,632 MAIN STREET,WELLSBURG,WV,26070
1305,44 MAIN STREET,CAMERON,WV,26033
1306,617 WEST PIKE STREET,CANONSBURG,PA,15317
1307,3333 FIFTH AVE,PITTSBURGH,PA,15213
1308,300 S CRAIG ST,PITTSBURGH,PA,15213
1309,1163 COUNTRY CLUB ROAD,MONONGAHELA,PA,15063
1310,2 BUCCANEER DRIVE,HOUSTON,PA,15342
1311,623 ST. CLAIR AVE.,CLAIRTON,PA,15025
1312,56 WEST STRAWBERRY AVE,WASHINGTON,PA,15301
1313,222 WEST MAIN STREETREAR LOT,CLARKSBURG,WV,26301
1314,225 SPRING RUN RD.,CRESCENT,PA,15046
1315,3075 WEST LIBERTY AVENUE,PITTSBURGH,PA,15216
1316,MCNAULTY DR,PITTSBURGH,PA,15282
1317,500 QUINCY STREET,FAIRMONT,WV,26554
1318,1271 ROUTE 30,CLINTON,PA,15026
1319,872 MAIN STREET,FOLLANSBEE,WV,26037
1320,631 LAMBERD AVE,JOHNSTOWN,PA,15904
1321,1 WEST MAIN ST,GRAFTON,WV,26354
1322,10 WEST MANILLA AVE.,PITTSBURGH,PA,15220
1323,102 NORTH COURT STREET,NEW CUMBERLAND,WV,26047
1324,2055 WASHINGTON PIKE,CARNEGIE,PA,15106
1325,67 FRIENDSVILLE ROAD,MC HENRY,MD,21541
1326,1509 MAIN STREET,BURGETTSTOWN,PA,15021
1327,151 SCHOOL STREET,MC DONALD,PA,15057
1328,501 LINCOLN AVENUE,PITTSBURGH,PA,15209
1329,430 BRIDGE ST,FAIRMONT,WV,26554
1330,500 SUNCREST TOWN CENTER DR,MORGANTOWN,WV,26506
1331,116 WALNUT STREET,MORGANTOWN,WV,26505
1332,7000 MID ATLANTIC RD,MORGANTOWN,WV,26508
1333,2700 MONROEVILLE BLVD.,MONROEVILLE,PA,15146
1334,1000 BEAVER GRADE RD,CORAOPOLIS,PA,15108
1335,1851 EARL L. CORE ROAD,MORGANTOWN,WV,26505
1336,350 PATTERSON DRIVE,MORGANTOWN,WV,26505
1337,608 TOMLINSON AVENUE,MOUNDSVILLE,WV,26041
1338,315 CYPRESS WAY,PITTSBURGH,PA,15228
1339,31 MCCARRELL RD.,HICKORY,PA,15340
1340,1900 WEST STREET,MUNHALL,PA,15120
1341,11279 CENTER HIGHWAY,NORTH HUNTINGDON,PA,15642
1342,109 ALLEGHENY RIVER BLVD,OAKMONT,PA,15139
1343,102 E BETHLEHEM BLVD,WHEELING,WV,26003
1344,210 OHIO ST,BOSWELL,PA,15531
1345,4017 WASHINGTON ROAD,MCMURRAY,PA,15317
1346,601 E. MCMURRAY ROAD,MCMURRAY,PA,15317
1347,4185 WASHINGTON RD,MCMURRAY,PA,15317
1348,698 VENETIA RD,VENETIA,PA,15367
1349,201 PARKFIELD ST,PITTSBURGH,PA,15210
1350,1203 WESTERN AVE.,PITTSBURGH,PA,15233
1351,1501 BRIGHTON RD.,PITTSBURGH,PA,15212
1352,2002 CENTRE AVENUE,PITTSBURGH,PA,15219
1353,830 EAST WARRINGTON AVE.,PITTSBURGH,PA,15210
1354,5858 NORTHUMBERLAND STREET,PITTSBURGH,PA,15217
1355,1401 WASHINGTON BLVD.,PITTSBURGH,PA,15206
1356,312 SOUTH MAIN STREET,PITTSBURGH,PA,15220
1357,410 EAST BRUCETON RD,PITTSBURGH,PA,15236
1358,1095 UNITY CENTER ROAD,PITTSBURGH,PA,15239
1359,2362 GOLDEN MILE HWY,PITTSBURGH,PA,15239
1360,107 S MAIN ST,MASONTOWN,WV,26542
1361,103 W MAIN ST,KINGWOOD,WV,26537
1362,701-A EAST STATE AVENUE,TERRA ALTA,WV,26764
1363,322 SCHOOLHOUSE RD,JOHNSTOWN,PA,15904
1364,1000 ROBINSON CENTRE DRIVE,PITTSBURGH,PA,15205
1365,131 SCHOOLHOUSE RD,JENNERSTOWN,PA,15547
1366,112 SUNSHINE AVE,CENTRAL CITY,PA,15926
1367,1822 MT. ROYAL BLVD.,GLENSHAW,PA,15116
1368,264 S. HOLLYWOOD PLAZA,STEUBENVILLE,OH,43952
1369,125 LINTER AVENUE,JOHNSTOWN,PA,15902
1370,1111 SCALP AVENUE,JOHNSTOWN,PA,15904
1371,1079 FRANKLIN ST,JOHNSTOWN,PA,15905
1372,1932 WM PENN HWYPARK HILL,JOHNSTOWN,PA,15909
1373,1714 BEDFORD STREET,JOHNSTOWN,PA,15902
1374,1321 SCALP AVENUE,JOHNSTOWN,PA,15904
1375,631 LAMBERD AVENUE,JOHNSTOWN,PA,15904
1376,615 LIBERTY AVE,JOHNSTOWN,PA,15905
1377,176 MT AIRY DRIVE,JOHNSTOWN,PA,15904
1378,1610 BEDFORD ST,JOHNSTOWN,PA,15902
1379,1 WALMART LANE,GRAFTON,WV,26354
1380,819 N. 1ST STREET,DENNISON,OH,44621
1381,659 BOULEVARD,DOVER,OH,44622
1382,4401 PENN AVE,PITTSBURGH,PA,15224
1383,3601 FIFTH AVE.,PITTSBURGH,PA,15213
1384,3501 FORBES AVE.,PITTSBURGH,PA,15213
1385,4028 FORBES AVENUE,PITTSBURGH,PA,15260
1386,5115 CENTRE AVE.,PITTSBURGH,PA,15232
1387,300 HALKET STREET,PITTSBURGH,PA,15213
1388,600 GRANT STREET,PITTSBURGH,PA,15219
1389,2775 MOSSIDE BLVD,MONROEVILLE,PA,15146
1390,1500 FIFTH AVE,MCKEESPORT,PA,15132
1391,1400 LOCUST STREET,PITTSBURGH,PA,15219
1392,9100 BABCOCK BLVD,PITTSBURGH,PA,15237
1393,200 LOTHROP STREET,PITTSBURGH,PA,15213
1394,111 UNIVERSITY PLACE,PITTSBURGH,PA,15213
1395,1820 MCLAUGHLIN RUN ROAD,PITTSBURGH,PA,15241
1396,200 MUNICIPAL PLAZA,WEIRTON,WV,26062
1397,400 OHIO STREET,NEW MARTINSVILLE,WV,26155
1398,58 FOUR SEASONS DRIVE,HUNDRED,WV,26575
1399,200 MT DECHANTAL RD,WHEELING,WV,26003
1400,718 BROWN AVE,TURTLE CREEK,PA,15145
1401,901 GRAHAM AVE,WINDBER,PA,15963
1402,89 COURT ST,WEST UNION,WV,26456
1403,311 EAST ALDER STREET,OAKLAND,MD,21550
1404,100 EAST STREET,KEYSER,WV,26726
1405,44350FAIRGROUND RD,CALDWELL,OH,43724
1406,20977ZEP ROAD,SARAHSVILLE,OH,43779
1407,15 SOUTH THIRD STREET,OAKLAND,MD,21550
1408,329 2ND STREET,SAINT MARYS,WV,26170
1409,200 DIAMOND ST,SISTERSVILLE,WV,26175
1410,1400 NEWPORT PIKE,RENO,OH,45773
1411,1021 PARK AVENUE,NEW MATAMORAS,OH,45767
1412,4999 HACKER VALLEY RD,HACKER VALLEY,WV,26222
1413,"730 FORT ASHBY RDRT 1, BOX 172D",KEYSER,WV,26726
1414,81 CONSTELLATION CT,MIDDLETOWN,PA,17057
1415,606 NICODEMUS RD.,REISTERSTOWN,MD,21136
1416,111 SOUTH MAIN STREET,BIGLERVILLE,PA,17307
1417,423 ALLEGHENY ST,HOLLIDAYSBURG,PA,16648
1418,100 NORTH COURT STREET,WESTMINSTER,MD,21157
1419,1112 MAIN STREET,HAMPSTEAD,MD,21074
1420,"205 CENTER STREET,SUITE 203",MOUNT AIRY,MD,21771
1421,7547 MAIN STREET,SYKESVILLE,MD,21784
1422,200 MEMORIAL AVENUE,WESTMINSTER,MD,21157
1423,36 LOCUST STREET,WESTMINSTER,MD,21157
1424,5685 FAIRFIELD ROAD,FAIRFIELD,PA,17320
1425,541 OXFORD AVENUE,HANOVER,PA,17331
1426,465 TABLE ROCK ROAD,GETTYSBURG,PA,17325
1427,797 EAST PATRICK STREET,FREDERICK,MD,21701
1428,90 HOPE DR.,HERSHEY,PA,17033
1429,110 N. BERLIN AVE,NEW OXFORD,PA,17350
1430,12300 LEE JACKSON MEMORIAL HIGHWAY,FAIRFAX,VA,22033
1431,12000 BOWMAN TOWNE DRIVE,RESTON,VA,20190
1432,4900 STONECROFT BOULEVARD,CHANTILLY,VA,20151
1433,BUILDING # 1510,FORT DETRICK,MD,21702
1434,BUILDING # 1419,FORT DETRICK,MD,21702
1435,1080 COVERSTONE DRIVE,WINCHESTER,VA,22602
1436,131 VALLEY MILL ROAD,WINCHESTER,VA,22602
1437,7830 WORMANS MILL ROAD,FREDERICK,MD,21701
1438,14 FULKS CORNER AVENUE,GAITHERSBURG,MD,20877
1439,40 EAST HIGH STREET,GETTYSBURG,PA,17325
1440,925 N. BURHANS BOULEVARD,HAGERSTOWN,MD,21740
1441,66 N HIGH STREET,ROMNEY,WV,26757
1442,397 HERNDON PARKWAY,HERNDON,VA,20170
1443,640 ESHELMAN ST.,HIGHSPIRE,PA,17034
1444,2400 RT. 97,COOKSVILLE,MD,21723
1445,102 INDUSTRIAL BOULEVARD,KEARNEYSVILLE,WV,25430
1446,7335 CARLISLE PIKE,YORK SPRINGS,PA,17372
1447,75 MAPLE AVE,LITTLESTOWN,PA,17340
1448,20272 SAVIN HILL DR,ASHBURN,VA,20147
1449,25216 LOUDOUN PARKWAY,CHANTILLY,VA,20152
1450,46620 EAST FREDERICK DRIVE,STERLING,VA,20164
1451,45131 COLUMBIA PL,STERLING,VA,20166
1452,47 W LOUDOUN ST,ROUND HILL,VA,20141
1453,425 PRINCE STREET,HARRISBURG,PA,17109
1454,119 W. ALLEGHENY STREET,MARTINSBURG,PA,16662
1455,2011 MONUMENT ROAD,MYERSVILLE,MD,21773
1456,1125 NATIONAL HIGHWAY,CUMBERLAND,MD,21502
1457,110 AIRPORT DRIVE EAST,FREDERICK,MD,21701
1458,18345 COL. HENRY K. DOUGLAS DR.,HAGERSTOWN,MD,21740
1459,7915 MONTROSE ROAD,ROCKVILLE,MD,20854
1460,1100 BALTIMORE BLVD.,WESTMINSTER,MD,21157
1461,534 SOUTH ST,MC SHERRYSTOWN,PA,17344
1462,113 SOUTH MAIN ST,MERCERSBURG,PA,17236
1463,450 EAST MAINT STREET,MIDDLETOWN,PA,17057
1464,20000 AIRCRAFT DRIVE,GERMANTOWN,MD,20874
1465,20125 ARROWHEAD ROAD,MONTGOMERY VILLAGE,MD,20886
1466,217 BOOTH ST.,GAITHERSBURG,MD,20878
1467,206 WINCHESTER AVE,MOOREFIELD,WV,26836
1468,205 GLEN DR,MANCHESTER,PA,17345
1469,1278 N MARKET ST,ELIZABETHTOWN,PA,17022
1470,3033 OLD HARRISBURG RD,GETTYSBURG,PA,17325
1471,100 SOUTH MAIN STREET,FRANKLIN,WV,26807
1472,15225 HEATHCOTE BLVD,HAYMARKET,VA,20169
1473,250 S. NURSERY AVENUE,PURCELLVILLE,VA,20132
1474,700 N. PRESTON ST,RANSON,WV,25438
1475,#2 W. MONTGOMERY AVENUE,ROCKVILLE,MD,20850
1476,132 STATE PARK ROAD,SCHELLSBURG,PA,15559
1477,221 WEST RESERVOIR ROAD,WOODSTOCK,VA,22664
1478,104 N. KING ST.,SHEPHERDSTOWN,WV,25443
1479,174 EAST KING STREET,STRASBURG,VA,22657
1480,2300 LINGLESTOWN RD.,HARRISBURG,PA,17110
1481,137 WAR MEMORIAL DR.,BERKELEY SPRINGS,WV,25411
1482,15148 STATE POLICE ROAD,CULPEPER,VA,22701
1483,120 NORTH COMMERCE AVE,FRONT ROYAL,VA,22630
1484,1255 CARLISLE RD,YORK,PA,17404
1485,525 DEPOT STREET,ROMNEY,WV,26757
1486,409 INDUSTRIAL BLVD.,KEARNEYSVILLE,WV,25430
1487,14 TROOPER DR,MARTINSBURG,WV,25404
1488,5 NORTH KENT ST,WINCHESTER,VA,22601
1489,840 BERRYVILLE AV,WINCHESTER,VA,22601
1490,1338 AMHERST ST,WINCHESTER,VA,22601
1491,461 W. RESERVOIR RD,WOODSTOCK,VA,22664
1492,34 W PHILADELPHIA ST,YORK,PA,17401
1493,941 PARK DR,PALMYRA,PA,17078
1494,ONE SNYDER DRIVE,PINE GROVE,PA,17963
1495,3895 W 130TH STREET,CLEVELAND,OH,44111
1496,3481 FULTON ROAD,CLEVELAND,OH,44109
1497,2500 METROHEALTH DR,CLEVELAND,OH,44109
1498,12650 DETROIT AVE.,LAKEWOOD,OH,44107
1499,120 MAPLE STREET,WADSWORTH,OH,44281
1500,6000 ROYALTON ROAD,NORTH ROYALTON,OH,44133
1501,9199 SPRAGUE ROAD,NORTH ROYALTON,OH,44133
1502,28000 WOLF RD.,BAY VILLAGE,OH,44140
1503,20777 LORAIN RD.,FAIRVIEW PARK,OH,44126
1504,21012 HILLIARD BLVD.,ROCKY RIVER,OH,44116
1505,626 N. ROCKY RIVER DR.,BEREA,OH,44017
1506,32855 WALKER ROAD,AVON LAKE,OH,44012
1507,36145 DETROIT ROAD,AVON,OH,44011
1508,25540 ROYALTON ROAD,COLUMBIA STATION,OH,44028
1509,100 WEST ERIE AVENUE,LORAIN,OH,44052
1510,7307 AVON-BELDON ROAD,NORTH RIDGEVILLE,OH,44039
1511,609 HARRIS ROAD,SHEFFIELD LAKE,OH,44054
1512,4340 COLORADO AVENUE,SHEFFIELD LAKE,OH,44054
1513,2000 CROSSINGS BLVD,LANCASTER,PA,17601
1514,26100 BAGLEY ROAD,OLMSTED FALLS,OH,44138
1515,18688 ROYALTON,STRONGSVILLE,OH,44136
1516,3780 MEDINA RD,MEDINA,OH,44256
1517,27243 LORAIN ROAD,NORTH OLMSTED,OH,44070
1518,27300 HILLIARD BLVD.,WESTLAKE,OH,44145
1519,113 S 7TH ST,AKRON,PA,17501
1520,335 W MAIN ST,LEOLA,PA,17540
1521,124 SOUTH STATE ST,EPHRATA,PA,17522
1522,1021 SHARP AVE,EPHRATA,PA,17522
1523,2104 VAN REED RD,READING,PA,19609
1524,2641 SHILLINGTON RD,READING,PA,19608
1525,211 WILLOW VALLEY SQUARE,LANCASTER,PA,17602
1526,2932 KING STREET,ALEXANDRIA,VA,22302
1527,8495 VETERAN'S HIGHWAY,MILLERSVILLE,MD,21108
1528,939 HAMMONDS LANE,BALTIMORE,MD,21225
1529,4805 WILSON BLVD,ARLINGTON,VA,22203
1530,1900 SOUTH WALTER REED DRIVE,ARLINGTON,VA,22204
1531,500 E. BALTIMORE STREET,BALTIMORE,MD,21202
1532,1620 EDISON HIGHWAY,BALTIMORE,MD,21213
1533,1900 ARGONNE DRIVE,BALTIMORE,MD,21218
1534,2201 W. COLDSPRING LANE,BALTIMORE,MD,21215
1535,5271 REISTERSTOWN ROAD,BALTIMORE,MD,21215
1536,5710 EASTERN AVENUE,BALTIMORE,MD,21224
1537,10 CHERRY HILL ROAD,BROOKLYN,MD,21225
1538,424 FONT HILL AVENUE,BALTIMORE,MD,21223
1539,1034 N. MOUNT STREET,BALTIMORE,MD,21217
1540,901 WALKER AVE.,CATONSVILLE,MD,21228
1541,216 N. MARLYN AVE.,ESSEX,MD,21221
1542,428 WESTHAM WAY,BALTIMORE,MD,21224
1543,6424 WINDSOR MILL RD.,GWYNN OAK,MD,21207
1544,215 MILFORD MILL RD.,PIKESVILLE,MD,21208
1545,115 W. SUSQUEHANNA AVE.,TOWSON,MD,21204
1546,111 WIGHT AVE.,COCKEYSVILLE,MD,21030
1547,8532 OLD HARFORD RD.,PARKVILLE,MD,21234
1548,8220 PERRY HALL BLVD.,NOTTINGHAM,MD,21236
1549,5906 CONNECTICUT AVENUE,CHEVY CHASE,MD,20815
1550,6507 COLUMBIA PIKE,ANNANDALE,VA,22003
1551,1437 BALLS HILL ROAD,MCLEAN,VA,22101
1552,300 PARK AVE,FALLS CHURCH,VA,22046
1553,550 CRESCENT ROAD,GREENBELT,MD,20770
1554,10451 TWIN RIVERS ROAD,COLUMBIA,MD,21045
1555,10785 LITTLE PATUXENT PARKWAY,COLUMBIA,MD,21044
1556,3410 COURTHOUSE DR.,ELLICOTT CITY,MD,21043
1557,11226 SCAGGSVILLE RD.,LAUREL,MD,20723
1558,811 FIFTH STREET,LAUREL,MD,20707
1559,3738 GWYNNBROOK AVENUE,OWINGS MILLS,MD,21117
1560,10100 RHODE ISLAND AVENUE,COLLEGE PARK,MD,20740
1561,6800 AVIATION BLVD.,GLEN BURNIE,MD,21061
1562,8908 KELSO DRIVE,ESSEX,MD,21221
1563,7777 WASHINGTON BLVD,JESSUP,MD,20794
1564,4823 RUGBY AVENUE,BETHESDA,MD,20814
1565,1001 MILESTONE DRIVE,SILVER SPRING,MD,20904
1566,2300 RANDOLPH ROAD,WHEATON,MD,20902
1567,8110 GEORGIA AVE.,SILVER SPRING,MD,20910
1568,6125 MONTROSE RD.,ROCKVILLE,MD,20852
1569,3305 N. LEISURE WORLD BLVD.,SILVER SPRING,MD,20906
1570,4433 SOUTH PARK AVENUE,CHEVY CHASE,MD,20815
1571,500 MAIN ST,DELTA,PA,17314
1572,7500 MAPLE AVENUE,TAKOMA PARK,MD,20912
1573,8000 YORK RD.-2ND FLOOR LOBBY,BALTIMORE,MD,21252
1574,621 W. LOMBARD STREET,BALTIMORE,MD,21201
1575,"1000 HILLTOP CIRCLE,LOT 8",BALTIMORE,MD,21250
1576,7569 BALTIMORE AVENUE,COLLEGE PARK,MD,20742
1577,215 CENTER STREET SOUTH,VIENNA,VA,22180
1578,"6001 GEORGIA AVENUE, NW",WASHINGTON,DC,20011
1579,"3320 IDAHO AVENUE, NW",WASHINGTON,DC,20016
1580,"1620 V STREET, NW",WASHINGTON,DC,20009
1581,14501 SWEITZER LANE,LAUREL,MD,20707
1582,3600 WHEELER AVENUE,ALEXANDRIA,VA,22304
1583,204 PASADENA ROAD,PASADENA,MD,21122
1584,8273 TELEGRAPH ROAD,ODENTON,MD,21113
1585,3730 OLD LEE HIGHWAY,FAIRFAX,VA,22030
1586,6140 ROLLING ROAD,SPRINGFIELD,VA,22152
1587,4393 UNIVERSITY DRIVE,FAIRFAX,VA,22030
1588,115 CHURCH ST,MADISON,VA,22727
1589,8700 SUDLEY ROAD,MANASSAS,VA,20110
1590,329 MANASSAS DRIVE,MANASSAS PARK,VA,20111
1591,5036 DAVIS FORD ROAD,WOODBRIDGE,VA,22192
1592,4806 RUSSELL RD,QUANTICO,VA,22134
1593,4977 ALLIANCE DRIVE,FAIRFAX,VA,22030
1594,5525 EISENHOWER AVE,ALEXANDRIA,VA,22304
1595,2204 MT. VERNON AVENUE,ALEXANDRIA,VA,22301
1596,199 TAYLOR AVENUE,ANNAPOLIS,MD,21401
1597,35 STEPNEY'S LANE,EDGEWATER,MD,21037
1598,1750 SOUTH HAYES STREET,ARLINGTON,VA,22202
1599,15901 EXCALIBUR ROAD,BOWIE,MD,20716
1600,735 18TH STREET,ARLINGTON,VA,22202
1601,6121 FRANCONIA ROAD,ALEXANDRIA,VA,22310
1602,4310 GALLATIN STREET,HYATTSVILLE,MD,20781
1603,1070 EAST COLLEGE PARKWAY,ANNAPOLIS,MD,21409
1604,3500 FORESTVILLE ROAD,FORESTVILLE,MD,20747
1605,7600 BARLOWE ROAD,PALMER PARK,MD,20785
