Participant,CollectionSite,Address,City,State,Zip,MapURL
ABERDEEN POLICE DEPARTMENT,ABERDEEN POLICE DEPARTMENT,210 E MARKET STREET,ABERDEEN,WA,98520,"http://maps.google.com/maps?q=210 E MARKET STREET,+ABERDEEN,+WA+98520&hl=en"
BAINBRIDGE ISLAND POLICE DEPARTMENT,BAINBRIDGE ISLAND POLICE DEPARTMENT LOBBY,625 WINSLOW WAY EAST,BAINBRIDGE ISLAND,WA,98110,"http://maps.google.com/maps?q=625 WINSLOW WAY EAST,+BAINBRIDGE ISLAND,+WA+98110&hl=en"
BATTLE GROUND POLICE DEPARTMENT,BATTLE GROUND POLICE DEPARTMENT,507 SW 1ST STREET,BATTLE GROUND,WA,98604,"http://maps.google.com/maps?q=507 SW 1ST STREET,+BATTLE GROUND,+WA+98604&hl=en"
BEAVERTON POLICE DEPARTMENT,BEAVERTON POLICE DEPARTMENT,4755 SW GRIFFITH DR,BEAVERTON,OR,97005,"http://maps.google.com/maps?q=4755 SW GRIFFITH DR,+BEAVERTON,+OR+97005&hl=en"
BELLEVUE POLICE DEPARTMENT,BELLEVUE CITY HALL,450 110TH AVENUE NE,BELLEVUE,WA,98004,"http://maps.google.com/maps?q=450 110TH AVENUE NE,+BELLEVUE,+WA+98004&hl=en"
BELLEVUE POLICE DEPARTMENT,CROSSROADS POLICE SUBSTATION,15600 NE 8TH STREET,BELLEVUE,WA,98008,"http://maps.google.com/maps?q=15600 NE 8TH STREET,+BELLEVUE,+WA+98008&hl=en"
BELLEVUE POLICE DEPARTMENT,FACTORIA MALL SUBSTATION,3915 FACTORIA BLVD SE,BELLEVUE,WA,98006,"http://maps.google.com/maps?q=3915 FACTORIA BLVD SE,+BELLEVUE,+WA+98006&hl=en"
BEND POLICE DEPARTMENT,ST CHARLES HEALTH SYSTEM,2500 NEFF RD,BEND,OR,97701,"http://maps.google.com/maps?q=2500 NEFF RD,+BEND,+OR+97701&hl=en"
BINGEN-WHITE SALMON POLICE DEPARTMENT,KLICKITAT COUNTY COURTHOUSE,205 S COLUMBUS AVE,GOLDENDALE,WA,98620,"http://maps.google.com/maps?q=205 S COLUMBUS AVE,+GOLDENDALE,+WA+98620&hl=en"
BINGEN-WHITE SALMON POLICE DEPARTMENT,SKYLINE HOSPITAL,211 NE SKYLINE DRIVE,WHITE SALMON,WA,98672,"http://maps.google.com/maps?q=211 NE SKYLINE DRIVE,+WHITE SALMON,+WA+98672&hl=en"
