Participant,CollectionSite,Address,City,State,Zip,MapURL
19TH JUDICIAL DISTRICT DRUG TASK FORCE,HARRIS PHARMACY,1157 FORT CAMPBELL BLVD,CLARKSVILLE,TN,37042,"http://maps.google.com/maps?q=1157 FORT CAMPBELL BLVD,+CLARKSVILLE,+TN+37042&hl=en"
19TH JUDICIAL DISTRICT DRUG TASK FORCE,SANGO PHARMACY,2622 MADISON STREET,CLARKSVILLE,TN,37043,"http://maps.google.com/maps?q=2622 MADISON STREET,+CLARKSVILLE,+TN+37043&hl=en"
19TH JUDICIAL DISTRICT DRUG TASK FORCE,WALGREENS PHARMACY,2975 FORT CAMPBELL BLVD,CLARKSVILLE,TN,37042,"http://maps.google.com/maps?q=2975 FORT CAMPBELL BLVD,+CLARKSVILLE,+TN+37042&hl=en"
25TH JUDICIAL DRUG TASK FORCE,25TH JUDICIAL DISTRICT ATTORNEYS,121 N MAIN STREET,RIPLEY,TN,38063,"http://maps.google.com/maps?q=121 N MAIN STREET,+RIPLEY,+TN+38063&hl=en"
ALEXANDER COUNTY SHERIFF'S OFFICE,EGYPTIAN HIGH SCHOOL,20023 DISWOOD RD,OLIVE BRANCH,IL,62969,"http://maps.google.com/maps?q=20023 DISWOOD RD,+OLIVE BRANCH,+IL+62969&hl=en"
ALTON POLICE DEPARTMENT,ALTON POLICE DEPARTMENT,1700 E. BROADWAY,ALTON,IL,62002,"http://maps.google.com/maps?q=1700 E. BROADWAY,+ALTON,+IL+62002&hl=en"
ARKANSAS STATE UNIVERSITY POLICE,ARKANSAS STATE UNIVERSITY POLICE PERMANENT DROP BOX,503 ROBINSON ST.,JONESBORO,AR,72401,"http://maps.google.com/maps?q=503 ROBINSON ST.,+JONESBORO,+AR+72401&hl=en"
ARNOLD POLICE DEPARTMENT,ARNOLD CITY HALL,2101 JEFFCO BLVD.,ARNOLD,MO,63010,"http://maps.google.com/maps?q=2101 JEFFCO BLVD.,+ARNOLD,+MO+63010&hl=en"
AUXVASSE POLICE DEPARTMENT,GRAND PRAIRIE BAPTIST CHURCH,108 N. MAIN STREET,AUXVASSE,MO,65231,"http://maps.google.com/maps?q=108 N. MAIN STREET,+AUXVASSE,+MO+65231&hl=en"
BALLWIN POLICE DEPARTMENT,BALLWIN POLICE DEPARTMENT,300 PARK DRIVE,BALLWIN,MO,63011,"http://maps.google.com/maps?q=300 PARK DRIVE,+BALLWIN,+MO+63011&hl=en"
BELLEFONTAINE NEIGHBORS POLICE DEPARTMENT,BELLEFONTAINE NEIGHBORS POLICE DEPARTMENT,9641 BELLEFONTAINE RD,SAINT LOUIS,MO,63137,"http://maps.google.com/maps?q=9641 BELLEFONTAINE RD,+SAINT LOUIS,+MO+63137&hl=en"
BERNIE POLICE DEPARTMENT,BERNIE POLICE DEPARTMENT,206 WEST CRUMB,BERNIE,MO,63822,"http://maps.google.com/maps?q=206 WEST CRUMB,+BERNIE,+MO+63822&hl=en"
BLOOMINGTON POLICE DEPARTMENT,KROGER PARKING LOT,528 S. COLLEGE AVE.,BLOOMINGTON,IN,47403,"http://maps.google.com/maps?q=528 S. COLLEGE AVE.,+BLOOMINGTON,+IN+47403&hl=en"
BLOOMINGTON POLICE DEPARTMENT,KROGER PHARMACY PARKING LOT,1175 COLLEGE MALL RD.,BLOOMINGTON,IN,47401,"http://maps.google.com/maps?q=1175 COLLEGE MALL RD.,+BLOOMINGTON,+IN+47401&hl=en"
