Participant,CollectionSite,Address,City,State,Zip,MapURL
ALMA POLICE DEPARTMENT,ALMA POLICE DEPARTMENT PERMANENT DROP BOX,804 FAYETTEVILLE AVE,ALMA,AR,72921,"http://maps.google.com/maps?q=804 FAYETTEVILLE AVE,+ALMA,+AR+72921&hl=en"
ANADARKO AGENCY,ANADARKO AGENCY,STATE HIGHWAY 281 & PARKER MCKENZIE DRIVE,ANADARKO,OK,73005,"http://maps.google.com/maps?q=STATE HIGHWAY 281 & PARKER MCKENZIE DRIVE,+ANADARKO,+OK+73005&hl=en"
ANDOVER POLICE DEPARTMENT,WALGREENS,440 N ANDOVER RD,ANDOVER,KS,67002,"http://maps.google.com/maps?q=440 N ANDOVER RD,+ANDOVER,+KS+67002&hl=en"
ARKANSAS COMMUNITY CORRECTION,WASHINGTON COUNTY SHERIFFS OFFICE,1155 WEST CLYDESDALE,FAYETTEVILLE,AR,72703,"http://maps.google.com/maps?q=1155 WEST CLYDESDALE,+FAYETTEVILLE,+AR+72703&hl=en"
AUGUSTA DEPT. OF PUBLIC SAFETY,AUGUSTA DEPT. OF PUBLIC SAFETY,2100 N. OHIO,AUGUSTA,KS,67010,"http://maps.google.com/maps?q=2100 N. OHIO,+AUGUSTA,+KS+67010&hl=en"
BARTLESVILLE OKLAHOMA PD,BARTLESVILLE PD,615 S JOHNSTONE AVE,BARTLESVILLE,OK,74003,"http://maps.google.com/maps?q=615 S JOHNSTONE AVE,+BARTLESVILLE,+OK+74003&hl=en"
BARTLESVILLE OKLAHOMA PD,FIRE STATION NO. 3,100 SE MADISON BLVD,BARTLESVILLE,OK,74006,"http://maps.google.com/maps?q=100 SE MADISON BLVD,+BARTLESVILLE,+OK+74006&hl=en"
BARTLESVILLE OKLAHOMA PD,FIRE STATION NO. 4,3501 SE PRICE RD,BARTLESVILLE,OK,74006,"http://maps.google.com/maps?q=3501 SE PRICE RD,+BARTLESVILLE,+OK+74006&hl=en"
BELLA VISTA POLICE DEPARTMENT,BELLA VISTA POLICE DEPARTMENT PERMANENT DROP BOX,105 TOWN CENTER,BELLA VISTA,AR,72714,"http://maps.google.com/maps?q=105 TOWN CENTER,+BELLA VISTA,+AR+72714&hl=en"
BELLE PLAINE POLICE DEPARTMENT,BELLE PLAINE POLICE DEPARTMENT,419 N. LOGAN ST,CONWAY SPRINGS,KS,67031,"http://maps.google.com/maps?q=419 N. LOGAN ST,+CONWAY SPRINGS,+KS+67031&hl=en"
