Participant,CollectionSite,Address,City,State,Zip,MapURL
ALLEGAN COUNTY SHERIFF'S OFC.,ALLEGAN COUNTY SHERIFF'S OFC.,640 RIVER ST.,ALLEGAN,MI,49010,"http://maps.google.com/maps?q=640 RIVER ST.,+ALLEGAN,+MI+49010&hl=en"
ALPENA COUNTY SHERIFF'S OFFICE,ALPENA COUNTY SHERIFF'S OFFICE,320 JOHNSON STREET,ALPENA,MI,49707,"http://maps.google.com/maps?q=320 JOHNSON STREET,+ALPENA,+MI+49707&hl=en"
ARENAC COUNTY SHERIFF'S OFFICE,ARENAC COUNTY SHERIFF'S OFFICE,126 GROVE STREET,STANDISH,MI,48658,"http://maps.google.com/maps?q=126 GROVE STREET,+STANDISH,+MI+48658&hl=en"
BAKER COLLEGE DPS,BAKER COLLEGE OF FLINT CAMPUS SAFETY OFFICE,1050 W. BRISTOL RD,FLINT,MI,48507,"http://maps.google.com/maps?q=1050 W. BRISTOL RD,+FLINT,+MI+48507&hl=en"
BARRY COUNTY SHERIFF'S DEPARTMENT,BARRY COUNTY SHERIFF'S DEPARTMENT,1212 W STATE STREET,HASTINGS,MI,49058,"http://maps.google.com/maps?q=1212 W STATE STREET,+HASTINGS,+MI+49058&hl=en"
BAY CITY DEPARTMENT OF PUBLIC SAFETY,LAW ENFORCEMENT CENTER BAY CITY DEPARTMENT OF PUBLIC SAFETY,501 3RD STREET,BAY CITY,MI,48708,"http://maps.google.com/maps?q=501 3RD STREET,+BAY CITY,+MI+48708&hl=en"
BENZIE COUNTY SHERIFF'S OFFICE,BENZIE COUNTY SHERIFF'S OFFICE,505 MICHIGAN AVE,BEULAH,MI,49617,"http://maps.google.com/maps?q=505 MICHIGAN AVE,+BEULAH,+MI+49617&hl=en"
BIG RAPIDS DEPARTMENT OF PUBLIC SAFETY,BIG RAPIDS DEPARTMENT OF PUBLIC SAFETY,435 NORTH MICHIGAN AVE,BIG RAPIDS,MI,49307,"http://maps.google.com/maps?q=435 NORTH MICHIGAN AVE,+BIG RAPIDS,+MI+49307&hl=en"
BLOOMFIELD HILLS DEPARTMENT OF PUBLIC SAFETY,BLOOMFIELD HILLS DEPARTMENT OF PUBLIC SAFETY,45 E. LONG LAKE RD.,BLOOMFIELD HILLS,MI,48304,"http://maps.google.com/maps?q=45 E. LONG LAKE RD.,+BLOOMFIELD HILLS,+MI+48304&hl=en"
BLOOMFIELD HILLS DEPARTMENT OF PUBLIC SAFETY,CITY OF BLOOMFIELD HILLS DEPARTMETNOF PUBLIC SAFETY,45 E. LONG LAKE RD,BLOOMFIELD HILLS,MI,48304,"http://maps.google.com/maps?q=45 E. LONG LAKE RD,+BLOOMFIELD HILLS,+MI+48304&hl=en"
BLOOMFIELD TOWNSHIP POLICE DEPARTMENT,BLOOMFIELD TOWNSHIP POLICE DEPARTMENT,4200 TELEGRAPH ROAD,BLOOMFIELD HILLS,MI,48302,"http://maps.google.com/maps?q=4200 TELEGRAPH ROAD,+BLOOMFIELD HILLS,+MI+48302&hl=en"
BRIGHTON POLICE DEPARTMENT,BRIGHTON POLICE DEPARTMENT,440 S THIRD STREET,BRIGHTON,MI,48116,"http://maps.google.com/maps?q=440 S THIRD STREET,+BRIGHTON,+MI+48116&hl=en"
