Participant,CollectionSite,Address,City,State,Zip,MapURL
BANDON POLICE DEPARTMENT,BANDON POLICE DEPARTMENT,555 HWY 101 S.,BANDON,OR,97411,"http://maps.google.com/maps?q=555 HWY 101 S.,+BANDON,+OR+97411&hl=en"
BEAVERTON POLICE DEPARTMENT,BEAVERTON POLICE DEPARTMENT,4755 SW GRIFFITH DR,BEAVERTON,OR,97005,"http://maps.google.com/maps?q=4755 SW GRIFFITH DR,+BEAVERTON,+OR+97005&hl=en"
BEND POLICE DEPARTMENT,ST CHARLES HEALTH SYSTEM,2500 NEFF RD,BEND,OR,97701,"http://maps.google.com/maps?q=2500 NEFF RD,+BEND,+OR+97701&hl=en"
CANBY POLICE DEPARTMENT,CANBY POLICE DEPT,1175 NW 3RD AVE,CANBY,OR,97013,"http://maps.google.com/maps?q=1175 NW 3RD AVE,+CANBY,+OR+97013&hl=en"
COBURG POLICE DEPARTMENT,COBURG CITY HALL,91136 N. WILLAMETTE ST.,COBURG,OR,97408,"http://maps.google.com/maps?q=91136 N. WILLAMETTE ST.,+COBURG,+OR+97408&hl=en"
"CONFEDERATED TRIBES OF COOS, UMPQUA, & SIUSLAW",CTCLUSI GOVERNMENT OFFICE,1245 FULTON AVE.,COOS BAY,OR,97420,"http://maps.google.com/maps?q=1245 FULTON AVE.,+COOS BAY,+OR+97420&hl=en"
COQUILLE POLICE DEPARTMENT,COQUILLE POLICE DEPT,851 N CENTRAL BLVD,COQUILLE,OR,97423,"http://maps.google.com/maps?q=851 N CENTRAL BLVD,+COQUILLE,+OR+97423&hl=en"
CORVALLIS PD,REPUBLIC SERVICES,110 NE WALNUT BLVD,CORVALLIS,OR,97330,"http://maps.google.com/maps?q=110 NE WALNUT BLVD,+CORVALLIS,+OR+97330&hl=en"
CURRY COUNTY SHERIFF'S OFFICE,CURRY COUNTY SHERIFF'S OFFICE HARBOR SUBSTATION,16350 LOWER HARBOR RD SUITE 203,BROOKINGS,OR,97415,"http://maps.google.com/maps?q=16350 LOWER HARBOR RD SUITE 203,+BROOKINGS,+OR+97415&hl=en"
EAGLE POINT POLICE DEPT,EAGLE POINT POLICE STATION,17 BUCHANAN AVE S,EAGLE POINT,OR,97524,"http://maps.google.com/maps?q=17 BUCHANAN AVE S,+EAGLE POINT,+OR+97524&hl=en"
FOREST GROVE POLICE DEPARTMENT,FOREST GROVE POLICE DEPARTMENT,2102 PACIFIC AVE,FOREST GROVE,OR,97116,"http://maps.google.com/maps?q=2102 PACIFIC AVE,+FOREST GROVE,+OR+97116&hl=en"
GOLD BEACH POLICE DEPT,GOLD BEACH POLICE DEPT,29592 ELLENSBURG AVE,GOLD BEACH,OR,97444,"http://maps.google.com/maps?q=29592 ELLENSBURG AVE,+GOLD BEACH,+OR+97444&hl=en"
GRANDE RONDE TRIBAL POLICE DEPARTMENT,GRAND RONDE TRIBAL POLICE DEPARTMENT,9655 GRAND RONDE ROAD,GRAND RONDE,OR,97347,"http://maps.google.com/maps?q=9655 GRAND RONDE ROAD,+GRAND RONDE,+OR+97347&hl=en"
GRANTS PASS DEPT OF PUBLIC SAFETY,JUSTICE BUILDING PARKING LOT,101 NW A ST,GRANTS PASS,OR,97526,"http://maps.google.com/maps?q=101 NW A ST,+GRANTS PASS,+OR+97526&hl=en"
HILLSBORO POLICE DEPARTMENT,HILLSBORO POLICE DEPARTMENT,250 SE 10TH AVE,HILLSBORO,OR,97123,"http://maps.google.com/maps?q=250 SE 10TH AVE,+HILLSBORO,+OR+97123&hl=en"
HUBBARD POLICE DEPARTMENT,HUBBARD POLICE DEPARTMENT,3720 2ND ST,HUBBARD,OR,97032,"http://maps.google.com/maps?q=3720 2ND ST,+HUBBARD,+OR+97032&hl=en"
JACKSON COUNTY SHERIFF'S OFFICE,JACKSON COUNTY SHERIFF'S OFFICE,5179 CRATER LAKE HWY,CENTRAL POINT,OR,97502,"http://maps.google.com/maps?q=5179 CRATER LAKE HWY,+CENTRAL POINT,+OR+97502&hl=en"
JOSEPHINE COUNTY SHERIFF'S OFFICE,JOSEPHINE COUNTY JAIL/SHERIFF'S OFFICE LOBBY,1901 NE F ST.,GRANTS PASS,OR,97526,"http://maps.google.com/maps?q=1901 NE F ST.,+GRANTS PASS,+OR+97526&hl=en"
JUNCTION CITY POLICE DEPARTMENT,JUNCTION CITY POLICE DEPARTMENT,672 GREENWOOD ST,JUNCTION CITY,OR,97448,"http://maps.google.com/maps?q=672 GREENWOOD ST,+JUNCTION CITY,+OR+97448&hl=en"
KEIZER POLICE DEPT,SCHOOLHOUSE SQUARE,5013 RIVER RD N,SALEM,OR,97303,"http://maps.google.com/maps?q=5013 RIVER RD N,+SALEM,+OR+97303&hl=en"
KING CITY POLICE DEPARTMENT,KING CITY POLICE DEPT,15300 SW 116TH AVE,KING CITY,OR,97224,"http://maps.google.com/maps?q=15300 SW 116TH AVE,+KING CITY,+OR+97224&hl=en"
KLAMATH FALLS POLICE DEPT,KLAMATH FALLS POLICE DEPT PARKING LOT,2501 SHASTA WAY,KLAMATH FALLS,OR,97601,"http://maps.google.com/maps?q=2501 SHASTA WAY,+KLAMATH FALLS,+OR+97601&hl=en"
LAKE COUNTY SHERIFF'S DEPT,SHERIFF'S SUBSTATION NORTH LAKE COUNTY,87127 CHRISTMAS VALLEY,CHRISTMAS VALLEY,OR,97641,"http://maps.google.com/maps?q=87127 CHRISTMAS VALLEY,+CHRISTMAS VALLEY,+OR+97641&hl=en"
LAKE OSWEGO POLICE DEPARTMENT,LAKE OSWEGO ADULT COMMUNITY CENTER,505 G AVE,LAKE OSWEGO,OR,97034,"http://maps.google.com/maps?q=505 G AVE,+LAKE OSWEGO,+OR+97034&hl=en"
LANE COMMUNITY COLLEGE PUBLIC SAFETY,LANE COMMUNITY COLLEGE DEPARTMENT OF PUBLIC SAFETY,4000 E 30TH AVE,EUGENE,OR,97405,"http://maps.google.com/maps?q=4000 E 30TH AVE,+EUGENE,+OR+97405&hl=en"
LANE COUNTY SHERIFF'S OFFICE,BI-MART (VENETA LOCATION),25126 JEANS RD,VENETA,OR,97487,"http://maps.google.com/maps?q=25126 JEANS RD,+VENETA,+OR+97487&hl=en"
LEBANON POLICE DEPARTMENT,LEBANON JUSTICE CENTER,40 N. 2ND ST,LEBANON,OR,97355,"http://maps.google.com/maps?q=40 N. 2ND ST,+LEBANON,+OR+97355&hl=en"
LINCOLN CITY PD,LINCOLN CITY POLICE DEPARTMENT,1503 SE EAST DEVILS LAKE ROAD,LINCOLN CITY,OR,97367,"http://maps.google.com/maps?q=1503 SE EAST DEVILS LAKE ROAD,+LINCOLN CITY,+OR+97367&hl=en"
