Participant,CollectionSite,Address,City,State,Zip,MapURL
APACHE JUNCTION POLICE DEPARTMENT,APACHE JUNCTION POLICE DEPARTMENT INSIDE LOBBY,1001 N. IDAHO ROAD,APACHE JUNCTION,AZ,85119,"http://maps.google.com/maps?q=1001 N. IDAHO ROAD,+APACHE JUNCTION,+AZ+85119&hl=en"
AVONDALE POLICE DEPARTMENT,CVS BY THE FRONT ENTRANCE,280 N. AVONDALE BLVD,AVONDALE,AZ,85323,"http://maps.google.com/maps?q=280 N.  AVONDALE BLVD,+AVONDALE,+AZ+85323&hl=en"
BUCKEYE POLICE DEPARTMENT,WALMART BETWEEN TWO FRONT DOORS,1060 S. WATSON ROAD,BUCKEYE,AZ,85326,"http://maps.google.com/maps?q=1060 S. WATSON ROAD,+BUCKEYE,+AZ+85326&hl=en"
BULLHEAD CITY POLICE DEPARTMENT,BULLHEAD CITY POLICE DEPARTMENT,1255 MARINA BLVD,BULLHEAD CITY,AZ,86442,"http://maps.google.com/maps?q=1255 MARINA BLVD,+BULLHEAD CITY,+AZ+86442&hl=en"
CAMP VERDE MARSHALS OFFICE,CAMP VERDE MARSHAL'S OFFICE,646 SOUTH 1ST STREET,CAMP VERDE,AZ,86322,"http://maps.google.com/maps?q=646 SOUTH 1ST STREET,+CAMP VERDE,+AZ+86322&hl=en"
CEDAR CITY POLICE DEPARTMENT,CEDAR CITY POLICE DEPARTMENT LOBBY,10 N MAIN STREET,CEDAR CITY,UT,84720,"http://maps.google.com/maps?q=10 N MAIN STREET,+CEDAR CITY,+UT+84720&hl=en"
CHANDLER POLICE DEPARTMENT,WALGREENS,1919 W. DOBSON RD.,CHANDLER,AZ,85224,"http://maps.google.com/maps?q=1919 W. DOBSON RD.,+CHANDLER,+AZ+85224&hl=en"
CHINO VALLEY POLICE DEPARTMENT,CHINO VALLEY POLICE DEPARTMENT ENTRY LOBBY,1950 N. VOSS DRIVE,CHINO VALLEY,AZ,86323,"http://maps.google.com/maps?q=1950 N. VOSS DRIVE,+CHINO VALLEY,+AZ+86323&hl=en"
CIBOLA COUNTY SHERIFFS OFFICE,CIBOLA COUNTY (505) 876-2040,114 MCBRIDE RD,GRANTS,NM,87020,"http://maps.google.com/maps?q=114 MCBRIDE RD,+GRANTS,+NM+87020&hl=en"
CORTEZ POLICE DEPARTMENT,WALGREENS,1671 E MAIN STREET,CORTEZ,CO,81321,"http://maps.google.com/maps?q=1671 E MAIN STREET,+CORTEZ,+CO+81321&hl=en"
COTTONWOOD POLICE DEPARTMENT,COTTONWOOD POLICE DEPARTMENT MAIN LOBBY,199 S 6TH ST,COTTONWOOD,AZ,86326,"http://maps.google.com/maps?q=199 S 6TH ST,+COTTONWOOD,+AZ+86326&hl=en"
DAVIS-MONTHAN AFB,DAVIS MONTHAN BX/PHARMACY BLDG #2527,5405 E. GRANITE RD,TUCSON,AZ,85707,"http://maps.google.com/maps?q=5405 E. GRANITE RD,+TUCSON,+AZ+85707&hl=en"
DEA/FLAGSTAFF POLICE DEPARTMENT,FLAGSTAFF POLICE/COCONINO COUNTY SHERIFF'S BLDG FRONT PARKING LOT,911 SAWMILL ROAD,FLAGSTAFF,AZ,86001,"http://maps.google.com/maps?q=911 SAWMILL ROAD,+FLAGSTAFF,+AZ+86001&hl=en"
DPS,DEPARTMENT OF PUBLIC SAFETY,410 W. CENTENNIAL BLVD,CASA GRANDE,AZ,85122,"http://maps.google.com/maps?q=410 W. CENTENNIAL BLVD,+CASA GRANDE,+AZ+85122&hl=en"
FARMINGTON PD REGION II,SAN JUAN COUNTY SHERIFF'S OFFICE KIRTLAND SUB-STATION,6 COUNTY ROAD 6360,KIRTLAND,NM,87417,"http://maps.google.com/maps?q=6 COUNTY ROAD 6360,+KIRTLAND,+NM+87417&hl=en"
FARMINGTON PD REGION II,WALGREENS,701 E 20TH ST,FARMINGTON,NM,87401,"http://maps.google.com/maps?q=701 E 20TH ST,+FARMINGTON,+NM+87401&hl=en"
FORT MCDOWELL POLICE DEPARTMENT,FORT MCDOWELL PUBLIC SAFETY BLDG IN FRONT OF THE FIRE DEPARMENT,10755 N. FORT MCDOWELL ROAD,FORT MCDOWELL,AZ,85264,"http://maps.google.com/maps?q=10755 N. FORT MCDOWELL ROAD,+FORT MCDOWELL,+AZ+85264&hl=en"
GALLUP POLICE DEPARTMENT,GALLUP PD,451 BOARDMAN DR,GALLUP,NM,87301,"http://maps.google.com/maps?q=451 BOARDMAN DR,+GALLUP,+NM+87301&hl=en"
GALLUP POLICE DEPARTMENT,RIO WEST MALL,1300 W. I40 FRONTAGE RD,GALLUP,NM,87301,"http://maps.google.com/maps?q=1300 W. I40 FRONTAGE RD,+GALLUP,+NM+87301&hl=en"
GILA RIVER POLICE DEPARTMENT,GILA RIVER FIRE DEPARTMENT,599 W. SEED FARM RD.,SACATON,AZ,85147,"http://maps.google.com/maps?q=599 W. SEED FARM RD.,+SACATON,+AZ+85147&hl=en"
GILBERT POLICE DEPARTMENT,GILBERT POLICE DEPARTMENT,75 E. CIVIC CENTER DR.,GILBERT,AZ,85296,"http://maps.google.com/maps?q=75 E. CIVIC CENTER DR.,+GILBERT,+AZ+85296&hl=en"
GLENDALE POLICE DEPARTMENT,CVS PHARMACY PARKING LOT CORNER OF UNION HILLS AND 59TH AVE,18591 N 59TH AVE,GLENDALE,AZ,85308,"http://maps.google.com/maps?q=18591 N 59TH AVE,+GLENDALE,+AZ+85308&hl=en"
GLOBE POLICE DEPARTMENT,FRY'S FOOD AND DRUG STORE (PARKING LOT),2115 HWY 60 #200,GLOBE,AZ,85501,"http://maps.google.com/maps?q=2115 HWY 60 #200,+GLOBE,+AZ+85501&hl=en"
GRANTS POLICE DEPARTMENT,GRANTS POLICE DEPARTMENT,105 E. ROOSEVELT AVE,GRANTS,NM,87020,"http://maps.google.com/maps?q=105 E. ROOSEVELT AVE,+GRANTS,+NM+87020&hl=en"
