Participant,CollectionSite,Address,City,State,Zip,MapURL
ADAMS COUNTY SHERIFF'S OFFICE,ADAMS COUNTY SHERIFF'S OFFICE,301 ADAMS STREET,FRIENDSHIP,WI,53934,"http://maps.google.com/maps?q=301 ADAMS STREET,+FRIENDSHIP,+WI+53934&hl=en"
ADAMS POLICE DEPARTMENT,"ADAMS POLICE DEPARTMENT 
												
													DROP BOX ONLY M-F 8:00AM-4:30PM",105 N MAIN STREET,ADAMS,WI,53910,"http://maps.google.com/maps?q=105 N MAIN STREET,+ADAMS,+WI+53910&hl=en"
ALTOONA POLICE DEPARTMENT,"ALTOONA POLICE DEPARTMENT 
												
													EVENT 8:00AM-8:00PM",1904 SPOONER AVE,ALTOONA,WI,54720,"http://maps.google.com/maps?q=1904 SPOONER AVE,+ALTOONA,+WI+54720&hl=en"
ANTIGO POLICE DEPARTMENT,"ANTIGO POLICE DEPARTMENT 
												
													EVENT 8:00 AM TO 5:00 PM",840 CLERMONT ST,ANTIGO,WI,54409,"http://maps.google.com/maps?q=840 CLERMONT ST,+ANTIGO,+WI+54409&hl=en"
APPLETON POLICE DEPARTMENT,APPLETON POLICE DEPARTMENT,222 S. WALNUT STREET,APPLETON,WI,54911,"http://maps.google.com/maps?q=222 S. WALNUT STREET,+APPLETON,+WI+54911&hl=en"
ASHWAUBENON POLICE DEPARTMENT,ASHWAUBENON PUBLIC SAFETY BUILDING,2155 HOLMGREN WAY,ASHWAUBENON,WI,54304,"http://maps.google.com/maps?q=2155 HOLMGREN WAY,+ASHWAUBENON,+WI+54304&hl=en"
BALDWIN POLICE DEPARTMENT,"BALDWIN POLICE DEPARTMENT 
												
													DROP BOX ONLY M-F, 8:00AM - 4:30PM",400 CEDAR STREET,BALDWIN,WI,54002,"http://maps.google.com/maps?q=400 CEDAR STREET,+BALDWIN,+WI+54002&hl=en"
BARABOO POLICE DEPARTMENT,"BARABOO POLICE DEPARTMENT 
												
													BOX M-F 7:30AM-4:30PM",135 4TH ST,BARABOO,WI,53913,"http://maps.google.com/maps?q=135 4TH ST,+BARABOO,+WI+53913&hl=en"
BARAGA COUNTY SHERIFF'S OFFICE,BARAGA COUNTY SHERIFF'S OFFICE,940 HIGHWAY US 41,LANSE,MI,49946,"http://maps.google.com/maps?q=940 HIGHWAY US 41,+LANSE,+MI+49946&hl=en"
BAYSIDE POLICE DEPARTMENT,BAYSIDE POLICE DEPARTMENT,9075 N REGENT ROAD,BAYSIDE,WI,53217,"http://maps.google.com/maps?q=9075 N REGENT ROAD,+BAYSIDE,+WI+53217&hl=en"
BEAVER DAM POLICE DEPARTMENT,BEAVER DAM POLICE DEPARTMENT,123 PARK AVENUE,BEAVER DAM,WI,53916,"http://maps.google.com/maps?q=123 PARK AVENUE,+BEAVER DAM,+WI+53916&hl=en"
BENZIE COUNTY SHERIFF'S OFFICE,BENZIE COUNTY SHERIFF'S OFFICE,505 MICHIGAN AVE,BEULAH,MI,49617,"http://maps.google.com/maps?q=505 MICHIGAN AVE,+BEULAH,+MI+49617&hl=en"
BERLIN POLICE DEPARTMENT,"BERLIN POLICE DEPARTMENT 
												
													DROP BOX ONLY M-F 7:30 AM-4:30 PM",108 N. CAPRON STREET,BERLIN,WI,54923,"http://maps.google.com/maps?q=108 N. CAPRON STREET,+BERLIN,+WI+54923&hl=en"
BIG RAPIDS DEPARTMENT OF PUBLIC SAFETY,BIG RAPIDS DEPARTMENT OF PUBLIC SAFETY,435 NORTH MICHIGAN AVE,BIG RAPIDS,MI,49307,"http://maps.google.com/maps?q=435 NORTH MICHIGAN AVE,+BIG RAPIDS,+MI+49307&hl=en"
BIRCHWOOD POLICE DEPARTMENT,"BIRCHWOOD VILLAGE HALL 
												
													BOX ONLY M-T 8:00AM-5:00PM",101 N MAIN ST,BIRCHWOOD,WI,54817,"http://maps.google.com/maps?q=101 N MAIN ST,+BIRCHWOOD,+WI+54817&hl=en"
BLACK RIVER FALLS POLICE DEPARTMENT,"THEISEN'S PARKING LOT 
												
													EVENT 10:00AM-2:00PM",616 E HWY 54,BLACK RIVER FALLS,WI,54615,"http://maps.google.com/maps?q=616 E HWY 54,+BLACK RIVER FALLS,+WI+54615&hl=en"
BLAIR POLICE DEPARTMENT,"BLAIR POLICE DEPARTMENT 
												
													BOX M-F 7:30AM-4:00PM",122 S. URBERG AVE,BLAIR,WI,54616,"http://maps.google.com/maps?q=122 S. URBERG AVE,+BLAIR,+WI+54616&hl=en"
BLOOMER POLICE DEPARTMENT,"BLOOMER POLICE DEPARTMENT 
												
													DROP BOX ONLY 24/7",1200 5TH AVE,BLOOMER,WI,54724,"http://maps.google.com/maps?q=1200 5TH AVE,+BLOOMER,+WI+54724&hl=en"
