Participant,CollectionSite,Address,City,State,Zip,MapURL
ABERDEEN POLICE DEPARTMENT,ABERDEEN POLICE DEPARTMENT,114 SE 2ND AVE,ABERDEEN,SD,57401,"http://maps.google.com/maps?q=114 SE 2ND AVE,+ABERDEEN,+SD+57401&hl=en"
ADA PD,ADA PD,410 WEST MAIN STREET,ADA,MN,56510,"http://maps.google.com/maps?q=410 WEST MAIN STREET,+ADA,+MN+56510&hl=en"
BATTLE LAKE PD,BATTLE LAKE PD,108 EAST MAIN STREET,BATTLE LAKE,MN,56515,"http://maps.google.com/maps?q=108 EAST MAIN STREET,+BATTLE LAKE,+MN+56515&hl=en"
BENSON PD,BENSON PD,1410 KANSAS AVENUE,BENSON,MN,56215,"http://maps.google.com/maps?q=1410 KANSAS AVENUE,+BENSON,+MN+56215&hl=en"
BOX BUTTE COUNTY SHERIFF'S OFFICE,"BOX BUTTE GENERAL HOSPITAL 
												
													SAND HILLS ROOM - (DOUBLE BOXES)",2101 BOX BUTTE AVE,ALLIANCE,NE,69301,"http://maps.google.com/maps?q=2101 BOX BUTTE AVE,+ALLIANCE,+NE+69301&hl=en"
CAMPBELL COUNTY SHERIFF'S OFFICE,CAMPBELL COUNTY PUBLIC HEALTH,2301 S. 4J ROAD,GILLETTE,WY,82718,"http://maps.google.com/maps?q=2301 S. 4J ROAD,+GILLETTE,+WY+82718&hl=en"
CHERRY COUNTY S.O. VALENTINE P.D.,CHERRY CO S.O./ VALENTINE POLICE DEPT,365 N. MAIN ST.,VALENTINE,NE,69201,"http://maps.google.com/maps?q=365 N. MAIN ST.,+VALENTINE,+NE+69201&hl=en"
CHERRY COUNTY S.O. VALENTINE P.D.,CHERRY COUNTY S.O. - VALENTINE POLICE DEPT,365 N. MAIN STREET,VALENTINE,NE,69201,"http://maps.google.com/maps?q=365 N. MAIN STREET,+VALENTINE,+NE+69201&hl=en"
CODINGTON COUNTY SHERIFFS OFFICE,CODINGTON COUNTY SHERIFF'S OFFICE,14 1ST AVE SE,WATERTOWN,SD,57201,"http://maps.google.com/maps?q=14 1ST AVE SE,+WATERTOWN,+SD+57201&hl=en"
DOUGLAS POLICE DEPARTMENT,DOUGLAS POLICE DEPARTMENT,101 NORTH 4TH STREET,DOUGLAS,WY,82633,"http://maps.google.com/maps?q=101 NORTH 4TH STREET,+DOUGLAS,+WY+82633&hl=en"
EAGLE BUTTE POLICE DEPT,EAGLE BUTTE POLICE DEPARTMENT,209 MAIN ST,EAGLE BUTTE,SD,57625,"http://maps.google.com/maps?q=209 MAIN ST,+EAGLE BUTTE,+SD+57625&hl=en"
FAULK COUNTY SHERIFF'S OFFICE,FAULK COUNTY SHERIFF'S OFFICE,924 LAFOON AVE,FAULKTON,SD,57438,"http://maps.google.com/maps?q=924 LAFOON AVE,+FAULKTON,+SD+57438&hl=en"
GLENDIVE POLICE DEPARTMENT,GLENDIVE POLICE DEPARTMENT,440 COLORADO BLVD,GLENDIVE,MT,59330,"http://maps.google.com/maps?q=440 COLORADO BLVD,+GLENDIVE,+MT+59330&hl=en"
GRANITE FALLS PD,"YELLOW MEDICINE COUNTY JUSTICE CENTER 
												
													GRANITE FALLS POLICE DEPARTMENT",415 9TH AVENUE,GRANITE FALLS,MN,56241,"http://maps.google.com/maps?q=415 9TH AVENUE,+GRANITE FALLS,+MN+56241&hl=en"
GRANT COUNTY SO,GRANT COUNTY SO,"10 2ND STREET, NE",ELBOW LAKE,MN,56531,"http://maps.google.com/maps?q=10 2ND STREET, NE,+ELBOW LAKE,+MN+56531&hl=en"
HAWLEY PD,HAWLEY POLICE DEPARTMENT,818 FRONT STREET,HAWLEY,MN,56549,"http://maps.google.com/maps?q=818 FRONT STREET,+HAWLEY,+MN+56549&hl=en"
HURON POLICE DEPARTMENT,"CITY HALL 
												
													SOUTH SIDE OF THE BUILDING",239 WISCONSIN AVE SW,HURON,SD,57350,"http://maps.google.com/maps?q=239 WISCONSIN AVE SW,+HURON,+SD+57350&hl=en"
KANDIYOHI COUNTY SO,KANDIYOHI COUNTY SO,2201 NE 23RD STREET SUITE 101,WILLMAR,MN,56201,"http://maps.google.com/maps?q=2201 NE 23RD STREET SUITE 101,+WILLMAR,+MN+56201&hl=en"
KITTSON COUNTY SO,KITTSON COUNTY SHERIFF'S OFFICE,410 5TH STREET SOUTHSUITE #102,HALLOCK,MN,56728,"http://maps.google.com/maps?q=410 5TH STREET SOUTH,+HALLOCK,+MN+56728&hl=en"
LAWRENCE COUNTY SHERIFF'S OFFICE,LAWRENCE COUNTY SHERIFF'S OFFICE,80 SHERMAN STREET,DEADWOOD,SD,57732,"http://maps.google.com/maps?q=80 SHERMAN STREET,+DEADWOOD,+SD+57732&hl=en"
LONG PRAIRIE POLICE DEPARTMENT,LONG PRAIRIE POLICE DEPARTMENT,615 LAKE ST S,LONG PRAIRIE,MN,56347,"http://maps.google.com/maps?q=615 LAKE ST S,+LONG PRAIRIE,+MN+56347&hl=en"
MCPHERSON COUNTY SHERIFF'S OFFICE,"EUREKA MUNICIPAL BUILDING 
												
													MCPHERSON COUNTY SHERIFF SATELLITE OFFICE",613 7TH STREET,EUREKA,SD,57437,"http://maps.google.com/maps?q=613 7TH STREET,+EUREKA,+SD+57437&hl=en"
MCPHERSON COUNTY SHERIFF'S OFFICE,"MCPHERSON COUNTY COURTHOUSE 
												
													MCPHERSON COUNTY SHERIFF'S OFFICE",706 MAIN STREETPO BOX 158,LEOLA,SD,57456,"http://maps.google.com/maps?q=706 MAIN STREET,+LEOLA,+SD+57456&hl=en"
MEEKER COUNTY SO,COSMOS,233 MILKY WAY STREET SOUTH,COSMOS,MN,56228,"http://maps.google.com/maps?q=233 MILKY WAY STREET SOUTH,+COSMOS,+MN+56228&hl=en"
MEEKER COUNTY SO,GROVE CITY,210 ATLANTIC AVENUE WEST,GROVE CITY,MN,56243,"http://maps.google.com/maps?q=210 ATLANTIC AVENUE WEST,+GROVE CITY,+MN+56243&hl=en"
