Participant,CollectionSite,Address,City,State,Zip,MapURL
1ST JUDICIAL DISTRICT DRUG TASK FORCE,"1ST JUDICIAL DISTRICT DRUG TASK FORCE 
												
													PERMANENT DROP BOX",113 S. MAIN ST.,CLARENDON,AR,72029,"http://maps.google.com/maps?q=113 S. MAIN ST.,+CLARENDON,+AR+72029&hl=en"
2ND JUDICIAL DISTRICT DRUG TASK FORCE,"2ND JUDICIAL DISTRICT DRUG TASK FORCE 
												
													PERMANENT DROP BOX",401 WEST KEISER,OSCEOLA,AR,72370,"http://maps.google.com/maps?q=401 WEST KEISER,+OSCEOLA,+AR+72370&hl=en"
ALAMO POLICE DEPARTMENT,ALAMO POLICE DEPT.,31 W. MAIN ST.,ALAMO,TN,38001,"http://maps.google.com/maps?q=31 W. MAIN ST.,+ALAMO,+TN+38001&hl=en"
ARKANSAS STATE UNIVERSITY POLICE,"ARKANSAS STATE UNIVERSITY POLICE 
												
													PERMANENT DROP BOX",503 ROBINSON ST.,JONESBORO,AR,72401,"http://maps.google.com/maps?q=503 ROBINSON ST.,+JONESBORO,+AR+72401&hl=en"
ATOKA POLICE DEPT.,ATOKA PD,68 ATOKA-MCLAUGHLIN,ATOKA,TN,38004,"http://maps.google.com/maps?q=68 ATOKA-MCLAUGHLIN,+ATOKA,+TN+38004&hl=en"
BARTLETT PD,"KROGER 
												
													HWY 70 / APPLING RD",7615 HWY 70,BARTLETT,TN,38133,"http://maps.google.com/maps?q=7615 HWY 70,+BARTLETT,+TN+38133&hl=en"
BATESVILLE POLICE DEPARTMENT,BATESVILLE POLICE DEPARTMENT,106 COLLEGE STREET,BATESVILLE,MS,38606,"http://maps.google.com/maps?q=106 COLLEGE STREET,+BATESVILLE,+MS+38606&hl=en"
BAY POLICE DEPARTMENT,"BAY POLICE DEPARTMENT 
												
													PERMANENT DROP BOX",220 ELDER ST,BAY,AR,72411,"http://maps.google.com/maps?q=220 ELDER ST,+BAY,+AR+72411&hl=en"
BEDFORD COUNTY SHERIFF'S DEPT.,FIRST BAPTIST CHURCH,304 E. DEPOT ST,SHELBYVILLE,TN,37160,"http://maps.google.com/maps?q=304 E. DEPOT ST,+SHELBYVILLE,+TN+37160&hl=en"
BELLE MEADE POLICE DEPT.,BELLE MEADE POLICE DEPARTMENT,4705 HARDING PIKE,NASHVILLE,TN,37205,"http://maps.google.com/maps?q=4705 HARDING PIKE,+NASHVILLE,+TN+37205&hl=en"
