Business Name,Address 1,Address 2,"City, State Zip",Map URL
"HOLIDAY CVS, L.L.C.",3501 54TH AVE S,,"SAINT PETERSBURG, FL 33711",http://maps.google.com/maps?q=HOLIDAY%20CVS%20LLC%2C3501%2054TH%20AVE%20S%2C+SAINT%20PETERSBURG%2C+FL+33711
"HOLIDAY CVS, L.L.C.",3580 N FEDERAL HWY,,"LIGHTHOUSE POINT, FL 33064",http://maps.google.com/maps?q=HOLIDAY%20CVS%20LLC%2C3580%20N%20FEDERAL%20HWY%2C+LIGHTHOUSE%20POINT%2C+FL+33064
"HOLIDAY CVS, L.L.C.",37943 EILAND BLVD,,"ZEPHYRHILLS, FL 33542",http://maps.google.com/maps?q=HOLIDAY%20CVS%20LLC%2C37943%20EILAND%20BLVD%2C+ZEPHYRHILLS%2C+FL+33542
"HOLIDAY CVS, L.L.C.",403 N ALEXANDER ST,,"PLANT CITY, FL 33563",http://maps.google.com/maps?q=HOLIDAY%20CVS%20LLC%2C403%20N%20ALEXANDER%20ST%2C+PLANT%20CITY%2C+FL+33563
"HOLIDAY CVS, L.L.C.",4292 N ATLANTIC AVE,,"COCOA BEACH, FL 32931",http://maps.google.com/maps?q=HOLIDAY%20CVS%20LLC%2C4292%20N%20ATLANTIC%20AVE%2C+COCOA%20BEACH%2C+FL+32931
"HOLIDAY CVS, L.L.C.",4599 SHERIDAN ST.,,"HOLLYWOOD, FL 33021",http://maps.google.com/maps?q=HOLIDAY%20CVS%20LLC%2C4599%20SHERIDAN%20ST.%2C+HOLLYWOOD%2C+FL+33021
"HOLIDAY CVS, L.L.C.",5010 S FLORIDA AVE,,"LAKELAND, FL 33813",http://maps.google.com/maps?q=HOLIDAY%20CVS%20LLC%2C5010%20S%20FLORIDA%20AVE%2C+LAKELAND%2C+FL+33813
"HOLIDAY CVS, L.L.C.",5650 RED BUG LAKE RD,,"WINTER SPRINGS, FL 32708",http://maps.google.com/maps?q=HOLIDAY%20CVS%20LLC%2C5650%20RED%20BUG%20LAKE%20RD%2C+WINTER%20SPRINGS%2C+FL+32708
"HOLIDAY CVS, L.L.C.",6105 US HWY 98 N,,"LAKELAND, FL 33809",http://maps.google.com/maps?q=HOLIDAY%20CVS%20LLC%2C6105%20US%20HWY%2098%20N%2C+LAKELAND%2C+FL+33809
"HOLIDAY CVS, L.L.C.",611 S HOWARD AVE,,"TAMPA, FL 33606",http://maps.google.com/maps?q=HOLIDAY%20CVS%20LLC%2C611%20S%20HOWARD%20AVE%2C+TAMPA%2C+FL+33606
"HOLIDAY CVS, L.L.C.",65 E MAIN ST,,"APOPKA, FL 32703",http://maps.google.com/maps?q=HOLIDAY%20CVS%20LLC%2C65%20E%20MAIN%20ST%2C+APOPKA%2C+FL+32703
"HOLIDAY CVS, L.L.C.",6690 EAGLE NEST LN,,"MIAMI LAKES, FL 33014",http://maps.google.com/maps?q=HOLIDAY%20CVS%20LLC%2C6690%20EAGLE%20NEST%20LN%2C+MIAMI%20LAKES%2C+FL+33014
"HOLIDAY CVS, L.L.C.",6701 N. DALE MABRY HWY.,,"TAMPA, FL 33614",http://maps.google.com/maps?q=HOLIDAY%20CVS%20LLC%2C6701%20N.%20DALE%20MABRY%20HWY.%2C+TAMPA%2C+FL+33614
"HOLIDAY CVS, L.L.C.",690 NW 57TH AVE.,,"MIAMI, FL 33126",http://maps.google.com/maps?q=HOLIDAY%20CVS%20LLC%2C690%20NW%2057TH%20AVE.%2C+MIAMI%2C+FL+33126
"HOLIDAY CVS, L.L.C.",704 W MARTIN LUTHER KING JR BLVD,,"SEFFNER, FL 33584",http://maps.google.com/maps?q=HOLIDAY%20CVS%20LLC%2C704%20W%20MARTIN%20LUTHER%20KING%20JR%20BLVD%2C+SEFFNER%2C+FL+33584
"HOLIDAY CVS, L.L.C.",7300 CURRY FORD RD.,,"ORLANDO, FL 32822",http://maps.google.com/maps?q=HOLIDAY%20CVS%20LLC%2C7300%20CURRY%20FORD%20RD.%2C+ORLANDO%2C+FL+32822
"HOLIDAY CVS, L.L.C.",7599 W SAND LAKE RD,,"ORLANDO, FL 32819",http://maps.google.com/maps?q=HOLIDAY%20CVS%20LLC%2C7599%20W%20SAND%20LAKE%20RD%2C+ORLANDO%2C+FL+32819
"HOLIDAY CVS, L.L.C.",8001 9TH ST N,,"SAINT PETERSBURG, FL 33702",http://maps.google.com/maps?q=HOLIDAY%20CVS%20LLC%2C8001%209TH%20ST%20N%2C+SAINT%20PETERSBURG%2C+FL+33702
"HOLIDAY CVS, L.L.C.",8603 WEST HILLSBOROUGH AVE,,"TAMPA, FL 33615",http://maps.google.com/maps?q=HOLIDAY%20CVS%20LLC%2C8603%20WEST%20HILLSBOROUGH%20AVE%2C+TAMPA%2C+FL+33615
"HOLIDAY CVS, L.L.C.",8695 CORAL WAY,,"MIAMI, FL 33155",http://maps.google.com/maps?q=HOLIDAY%20CVS%20LLC%2C8695%20CORAL%20WAY%2C+MIAMI%2C+FL+33155
"HOLIDAY CVS, L.L.C.",8765 S. DIXIE HWY.,,"MIAMI, FL 33143",http://maps.google.com/maps?q=HOLIDAY%20CVS%20LLC%2C8765%20S.%20DIXIE%20HWY.%2C+MIAMI%2C+FL+33143
"HOLIDAY CVS, L.L.C.",9031 SW 107TH AVE,,"MIAMI, FL 33176",http://maps.google.com/maps?q=HOLIDAY%20CVS%20LLC%2C9031%20SW%20107TH%20AVE%2C+MIAMI%2C+FL+33176
"HOLIDAY CVS, L.L.C.",9940 YAMATO RD.,,"BOCA RATON, FL 33434",http://maps.google.com/maps?q=HOLIDAY%20CVS%20LLC%2C9940%20YAMATO%20RD.%2C+BOCA%20RATON%2C+FL+33434
HOLMES REGIONAL MEDICAL CENTER INC,1350  S HICKORY STREET,,"MELBOURNE, FL 32901",http://maps.google.com/maps?q=HOLMES%20REGIONAL%20MEDICAL%20CENTER%20INC%2C1350%20%20S%20HICKORY%20STREET%2C+MELBOURNE%2C+FL+32901
"HOLMES REGIONAL MEDICAL CENTER, INC",8725 N WICKHAM RD.,SUITE 102,"MELBOURNE, FL 32940",http://maps.google.com/maps?q=HOLMES%20REGIONAL%20MEDICAL%20CENTER%20INC%2C8725%20N%20WICKHAM%20RD.%2C+MELBOURNE%2C+FL+32940
"HOLMES REGIONAL MEDICAL CENTER, INC.",1223 GATEWAY DRIVE,,"MELBOURNE, FL 32901",http://maps.google.com/maps?q=HOLMES%20REGIONAL%20MEDICAL%20CENTER%20INC%2C1223%20GATEWAY%20DRIVE%2C+MELBOURNE%2C+FL+32901
J-M WARD ENTERPRISES LLC,9048 BONITA BEACH RD SE,,"BONITA SPRINGS, FL 34135",http://maps.google.com/maps?q=JM%20WARD%20ENTERPRISES%20LLC%2C9048%20BONITA%20BEACH%20RD%20SE%2C+BONITA%20SPRINGS%2C+FL+34135
LEMON BAY DRUGS NORTH INC,13221 TAMIAMI TRAIL,,"NORTH PORT, FL 34287",http://maps.google.com/maps?q=LEMON%20BAY%20DRUGS%20NORTH%20INC%2C13221%20TAMIAMI%20TRAIL%2C+NORTH%20PORT%2C+FL+34287
LINCOURT PHARMACY,501 S LINCOLN AVE,,"CLEARWATER, FL 33756",http://maps.google.com/maps?q=LINCOURT%20PHARMACY%2C501%20S%20LINCOLN%20AVE%2C+CLEARWATER%2C+FL+33756
MEDROCK PHARMACY LLC,3209 TAMPA ROAD,,"PALM HARBOR, FL 34684",http://maps.google.com/maps?q=MEDROCK%20PHARMACY%20LLC%2C3209%20TAMPA%20ROAD%2C+PALM%20HARBOR%2C+FL+34684
"OHM PHARMACY SERVICES ,INC",301 HAVENDALE BLVD,,"AUBURNDALE, FL 33823",http://maps.google.com/maps?q=OHM%20PHARMACY%20SERVICES%20INC%2C301%20HAVENDALE%20BLVD%2C+AUBURNDALE%2C+FL+33823
"PALMA CEIA HEALTH MART PHARMACY, INC.","2506 S. MACDILL AVE., STE A",,"TAMPA, FL 33629",http://maps.google.com/maps?q=PALMA%20CEIA%20HEALTH%20MART%20PHARMACY%20INC%2C2506%20S.%20MACDILL%20AVE.%2C%20STE%20A%2C+TAMPA%2C+FL+33629
PHARMACARE,7101 KINGFISHER ST.,BLDG 934,"TAMPA, FL 33621",http://maps.google.com/maps?q=PHARMACARE%2C7101%20KINGFISHER%20ST.%2C+TAMPA%2C+FL+33621
PINE BROOK PHARMACY LLC,11373 CORTEZ BLVD,SUITE 101,"BROOKSVILLE, FL 34613",http://maps.google.com/maps?q=PINE%20BROOK%20PHARMACY%20LLC%2C11373%20CORTEZ%20BLVD%2C+BROOKSVILLE%2C+FL+34613
RURAL HEALTH CARE INC,PHARMACY,306 UNION AVENUE,"CRESCENT CITY, FL 32112",http://maps.google.com/maps?q=RURAL%20HEALTH%20CARE%20INC%2CPHARMACY%2C+CRESCENT%20CITY%2C+FL+32112
RX CARE 10 LLC,3795 TAMIAMI TRAIL E,,"NAPLES, FL 34112",http://maps.google.com/maps?q=RX%20CARE%20%20LLC%2C3795%20TAMIAMI%20TRAIL%20E%2C+NAPLES%2C+FL+34112
RX CARE 11 LLC,13020 LIVINGSTON ROAD,SUITE 8,"NAPLES, FL 34105",http://maps.google.com/maps?q=RX%20CARE%20%20LLC%2C13020%20LIVINGSTON%20ROAD%2C+NAPLES%2C+FL+34105
RX CARE 12 LLC,2309 WEST WOOLBRIGHT ROAD,SUITE 4,"BOYNTON BEACH, FL 33426",http://maps.google.com/maps?q=RX%20CARE%20%20LLC%2C2309%20WEST%20WOOLBRIGHT%20ROAD%2C+BOYNTON%20BEACH%2C+FL+33426
RX CARE 16 LLC,401 NORTH WICKHAM ROAD,SUITE W,"MELBOURNE, FL 32935",http://maps.google.com/maps?q=RX%20CARE%20%20LLC%2C401%20NORTH%20WICKHAM%20ROAD%2C+MELBOURNE%2C+FL+32935
"RX CARE 17, LLC",5431 N STATE RD 7,,"TAMARAC, FL 33319",http://maps.google.com/maps?q=RX%20CARE%20%20LLC%2C5431%20N%20STATE%20RD%207%2C+TAMARAC%2C+FL+33319
"RX CARE 7, LLC",1426 S PINE AVE,,"OCALA, FL 34471",http://maps.google.com/maps?q=RX%20CARE%20%20LLC%2C1426%20S%20PINE%20AVE%2C+OCALA%2C+FL+34471
RX CARE FOUR LLC,1270 MALABAR RD S.E,SUITE #2,"PALM BAY, FL 32907",http://maps.google.com/maps?q=RX%20CARE%20FOUR%20LLC%2C1270%20MALABAR%20RD%20S.E%2C+PALM%20BAY%2C+FL+32907
RX CARE OF LADY LAKE INC,725 COUNTY ROAD 466,,"LADY LAKE, FL 32159",http://maps.google.com/maps?q=RX%20CARE%20OF%20LADY%20LAKE%20INC%2C725%20COUNTY%20ROAD%20466%2C+LADY%20LAKE%2C+FL+32159
RX CARE SPECIALTY PHARMACY LLC,2812 W. MLK BLVD,,"TAMPA, FL 33607",http://maps.google.com/maps?q=RX%20CARE%20SPECIALTY%20PHARMACY%20LLC%2C2812%20W.%20MLK%20BLVD%2C+TAMPA%2C+FL+33607
RX PLUS PHARMACY LLC,717 W LANCASTER ROAD,,"ORLANDO, FL 32809",http://maps.google.com/maps?q=RX%20PLUS%20PHARMACY%20LLC%2C717%20W%20LANCASTER%20ROAD%2C+ORLANDO%2C+FL+32809
SOFKO LLC,4900 LINTON BLVD,STE 24,"DELRAY BEACH, FL 33445",http://maps.google.com/maps?q=SOFKO%20LLC%2C4900%20LINTON%20BLVD%2C+DELRAY%20BEACH%2C+FL+33445
USAF MACDILL AFB BRANDON CLINIC,220 GRAND REGENCY BLVD,ATTN:  PHARMACY FLIGHT,"BRANDON, FL 33510",http://maps.google.com/maps?q=USAF%20MACDILL%20AFB%20BRANDON%20CLINIC%2C220%20GRAND%20REGENCY%20BLVD%2C+BRANDON%2C+FL+33510
USAF- 6 MEDICAL GROUP/SGSL,3250 ZEMKE AVENUE,BLDG. 1078,"TAMPA, FL 33621",http://maps.google.com/maps?q=USAF%20%20MEDICAL%20GROUPSGSL%2C3250%20ZEMKE%20AVENUE%2C+TAMPA%2C+FL+33621
WALGREEN CO,8 NW MAIN ST,,"WILLISTON, FL 32696",http://maps.google.com/maps?q=WALGREEN%20CO%2C8%20NW%20MAIN%20ST%2C+WILLISTON%2C+FL+32696
WALGREEN CO.,104 S APOPKA AVE,,"INVERNESS, FL 34452",http://maps.google.com/maps?q=WALGREEN%20CO%2C104%20S%20APOPKA%20AVE%2C+INVERNESS%2C+FL+34452
WALGREEN CO.,11079 S MILITARY TRAIL,,"BOYNTON BEACH, FL 33436",http://maps.google.com/maps?q=WALGREEN%20CO%2C11079%20S%20MILITARY%20TRAIL%2C+BOYNTON%20BEACH%2C+FL+33436
