Unnamed: 0,address,postal,state,lat,lng
3162,550-B WEST EATON AVENUE,95376,CA,37.743294,-121.434006
3166, PO BOX 5907,87825,NM,34.1167305,-107.2461138
3167,3648 GENERAL DEGAULLE DRIVE,70114,LA,29.924154,-90.019104
3170, # 112B,78750,TX,30.447075,-97.80953
3171, STE 1100,79106,TX,35.2003379,-101.9266971
3174,4555 N. PERSHING AVE STE#7,95207,CA,37.98704,-121.32099
3179,75 N. LAKE HAVASU AVE.,86403,AZ,34.481342,-114.347916
3180,101-21 METROPOLITAN AVENUE,11375,NY,40.710594,-73.85165
3181,ONE MEDICAL CENTER DRIVE,45005,OH,39.498552,-84.316617
3187,149-01 UNION TURNPIKE,11367,NY,40.71863,-73.8137
3192, SUITE N1210,40503,KY,38.019276,-84.51376
3193, SUITE 4,10954,NY,41.10908,-73.99609
3195,2604 PEACH ORCHARD RD,30906,GA,33.42552,-82.01813
3197, P.O.BOX 630,13830,NY,42.442165,-75.59798
3201,1911 BEL AIR RD,21047,MD,39.498264,-76.387825
3203, SUITE 102,54313,WI,44.492256,-88.10365
3205, 609 CLINIC RD,83226,ID,44.4999,-114.2231887
3206,568 N HWY 36,80103,CO,39.720146,-104.21879
3207, 224 EAST MAIN ST,14141,NY,42.5093979,-78.6610794
3208, 205 PROSPECT PARK WEST,11215,NY,40.6605349,-73.9820463
3209,2800 TENTH AVENUE NORTH,59101,MT,45.790478,-108.51408
3210,PO BOX 161529,59716,MT,45.2604241,-111.3030553
3212,1017 SOUTH MEDICAL DRIVE,84302,UT,41.48908,-112.0263
3217, 5818 MADISON ROAD,45227,OH,39.1611071,-84.395449
3218, 43 WILLIAMSON RD,16125,PA,41.4133054,-80.3603453
3219,1 COCA COLA PLZ NW,30313,GA,33.7539576,-84.3835882
3220, STE C1,60062,IL,42.108593,-87.87641
3221, STE W2001,48326,MI,42.651524,-83.22461
3222, SUITE 100,37203,TN,36.15399,-86.81272
